question,question_id,question_type,answer
What are the treatments for Rheumatoid Arthritis ?,0000061-13,treatment,"Medication, exercise, and, in some cases, surgery are common treatments for this disease. Most people who have rheumatoid arthritis take medications. Some drugs only provide relief for pain; others reduce inflammation. People with rheumatoid arthritis can also benefit from exercise, but they need to maintain a good balance between rest and exercise. They should get rest when the disease is active and get more exercise when it is not. In some cases, a doctor will recommend surgery to restore function or relieve pain in a damaged joint. Several types of surgery are available to patients with severe joint damage. Joint replacement and tendon reconstruction are examples."
What are the treatments for Rheumatoid Arthritis ?,0000061-14,treatment,"Most people who have rheumatoid arthritis take medications. Some drugs only provide relief for pain; others reduce inflammation. Still others, called disease-modifying anti-rheumatic drugs or DMARDs, can often slow the course of the disease. - DMARDs include methotrexate, leflunomide, sulfasalazine, and cyclosporine.   - Steroids, which are also called corticosteroids, are another type of drug used to reduce inflammation for people with rheumatoid arthritis. Cortisone, hydrocortisone, and prednisone are some commonly used steroids.   - DMARDs called biological response modifiers also can help reduce joint damage. These drugs include etanercept, infliximab, and anakinra.   - Another DMARD, tofacitinib, from a new class of drugs called jak kinase (JAK) inhibitors is also available.  DMARDs include methotrexate, leflunomide, sulfasalazine, and cyclosporine. Steroids, which are also called corticosteroids, are another type of drug used to reduce inflammation for people with rheumatoid arthritis. Cortisone, hydrocortisone, and prednisone are some commonly used steroids. DMARDs called biological response modifiers also can help reduce joint damage. These drugs include etanercept, infliximab, and anakinra. Another DMARD, tofacitinib, from a new class of drugs called jak kinase (JAK) inhibitors is also available. Early treatment with powerful drugs and drug combinations -- including biological response modifiers and DMARDs -- instead of single drugs may help prevent the disease from progressing and greatly reduce joint damage."
What is (are) Rheumatoid Arthritis ?,0000061-15,information,"Rest. People with rheumatoid arthritis need a good balance between rest and exercise; they should rest more when the disease is active and exercise more when it is not. Rest helps to reduce active joint inflammation and pain and to fight fatigue. The length of time for rest will vary from person to person, but in general, shorter rest breaks every now and then are more helpful than long times spent in bed. Exercise. Exercise is important for maintaining healthy and strong muscles, preserving joint mobility, and maintaining flexibility. Exercise can help people sleep well, reduce pain, maintain a positive attitude, and manage weight. Exercise programs should take into account the persons physical abilities, limitations, and changing needs. For more information on exercise classes, you may want to contact the Arthritis Foundation at 1-800-283-7800. Learn more about the health benefits of exercise for older adults.  More information about exercise and physical activity for older adults can be found at Go4Life, the exercise and and physical activity campaign from the National Institute on Aging. Diet. Special diets, vitamin supplements, and other alternative approaches have been suggested for treating rheumatoid arthritis. Although such approaches may not be harmful, scientific studies have not yet shown any benefits. An overall nutritious diet with the right amount of calories, protein, and calcium is important. Some people need to be careful about drinking alcoholic beverages because of the medications they take for rheumatoid arthritis. See Eating Well as You Get Older  to learn more about healthy eating.  Joint Care. Some people find that using a splint for a short time around a painful joint reduces pain and swelling by supporting the joint and letting it rest. Assistive devices may help reduce stress and lessen pain in the joints. Examples include zipper pullers and aids to help with moving in and out of chairs and beds.  Stress Reduction. Finding ways to reduce stress is important. Regular rest periods can help and so can relaxation, distraction, or visualization exercises. Exercise programs, participation in support groups, and good communication with the health care team are other ways to reduce stress.  Learn about relaxation techniques that may relieve tension."
What is (are) Shingles ?,0000062-1,information,"Shingles is a painful rash that develops on one side of the face or body. The rash forms blisters that typically scab over in 7 to 10 days and clear up within 2 to 4 weeks. Most commonly, the rash occurs in a single stripe around either the left or the right side of the body. In other cases, the rash occurs on one side of the face. In rare cases (usually among people with weakened immune systems), the rash may be more widespread and look similar to a chickenpox rash. Shingles is very common. Fifty percent of all Americans will have had shingles by the time they are 80. While shingles occurs in people of all ages, it is most common in 60- to 80-year-olds. In fact, one out of every three people 60 years or older will get shingles. (Watch the video to learn more about shingles. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) What Causes Shingles? Shingles is caused by a reactivation of the chickenpox virus. It is distinctive because it affects only one side of the body. The early signs of shingles usually develop in three stages: severe pain or tingling, possibly itchy rash, and blisters that look like chickenpox. The virus that causes shingles is a herpes virus, (Another name for shingles is herpes zoster.) Once you are infected with this kind of virus, it remains in your body for life. It stays inactive until a period when your immunity is down. Shingles and Pain The most common complication of shingles is pain -- a condition called post-herpetic neuralgia (PHN). People with PHN have severe pain in the areas where they had the shingles rash, even after the rash clears up. In most patients, the pain usually clears up in a few weeks or months, but some people can have pain from PHN for years. Persistent pain from shingles is a common symptom in people over 60. In fact, one out of six people older than 60 years who get shingles will have severe pain. As people get older, they are more likely to develop long-term pain as a complication of shingles and the pain is likely to be more severe. Other Complications Shingles may also lead to other serious complications. - Outbreaks that start on the face or eyes can cause vision or hearing problems. Even permanent blindness can result if the cornea of the eye is affected.  -  Bacterial infection of the open sores can lead to scarring.  Outbreaks that start on the face or eyes can cause vision or hearing problems. Even permanent blindness can result if the cornea of the eye is affected. Bacterial infection of the open sores can lead to scarring. - In a very small number of cases, bacteria can cause more serious conditions, including toxic shock syndrome and necrotizing fasciitis, a severe infection that destroys the soft tissue under the skin.  - The burning waves of pain, loss of sleep, and interference with even basic life activities can cause serious depression.  - In patients with immune deficiency, the rash can be much more extensive than usual and the illness can be complicated by pneumonia. These cases are more serious, but they are rarely fatal.  - Very rarely, shingles can also lead to pneumonia, brain inflammation (encephalitis), or death.  In a very small number of cases, bacteria can cause more serious conditions, including toxic shock syndrome and necrotizing fasciitis, a severe infection that destroys the soft tissue under the skin. The burning waves of pain, loss of sleep, and interference with even basic life activities can cause serious depression. In patients with immune deficiency, the rash can be much more extensive than usual and the illness can be complicated by pneumonia. These cases are more serious, but they are rarely fatal. Very rarely, shingles can also lead to pneumonia, brain inflammation (encephalitis), or death. Shingles Usually Does Not Return People who develop shingles usually have only one episode in their lifetime. However, a person can have a second or even a third episode. The Shingles Vaccine Adults 60 years old or older should talk to their healthcare professional about getting a one-time dose of the shingles vaccine. The vaccine can reduce your risk of shingles and the long-term pain it can cause. If you have already had shingles or you have a chronic medical condition, you can receive the shingles vaccine. (See more about the shingles vaccine in the chapter Prevention.) Is Shingles Contagious? Shingles cannot be passed from one person to another. However, the virus that causes shingles, the varicella zoster virus, can be spread from a person with active shingles to another person who has never had chickenpox. In such cases, the person exposed to the virus might develop chickenpox, but they would not develop shingles. The virus is spread through direct contact with fluid from the rash blisters caused by shingles. A person with active shingles can spread the virus when the rash is in the blister phase. A person is not infectious before the blisters appear. Once the rash has developed crusts, the person is no longer contagious. Shingles is less contagious than chickenpox and the risk of a person with shingles spreading the virus is low if the rash is covered. If You Have Shingles If you have shingles, - keep the rash covered  - avoid touching or scratching the rash  - wash your hands often to prevent the spread of varicella zoster virus.  keep the rash covered avoid touching or scratching the rash wash your hands often to prevent the spread of varicella zoster virus. Until your rash has developed crusts, avoid contact with - pregnant women who have never had chickenpox or the chickenpox vaccine  - premature or low birth weight infants  - people with weakened immune systems, such as people receiving immunosuppressive medications or undergoing chemotherapy, organ transplant recipients, and people with human immunodeficiency virus (HIV) infection. pregnant women who have never had chickenpox or the chickenpox vaccine premature or low birth weight infants people with weakened immune systems, such as people receiving immunosuppressive medications or undergoing chemotherapy, organ transplant recipients, and people with human immunodeficiency virus (HIV) infection. If you have not had chickenpox and you come into contact with someone who has shingles, ask your healthcare provider whether you should get a chickenpox vaccination.  To learn more, see ""What You Need to Know about Shingles and the Shingles Vaccine."""
What causes Shingles ?,0000062-2,causes,"Caused By A Virus Shingles is caused by a virus called varicella-zoster virus -- the one that gave you chickenpox when you were a child. As you recovered from chickenpox, the sores healed and the other symptoms went away, but the virus remained. It is with you for life. The virus hides out in nerve cells, usually in the spine. But it can become active again. Somehow, the virus gets a signal that your immunity has become weakened. This triggers the reactivation. When the virus becomes active again, it follows a nerve path called a dermatome. The nerve path begins at specific points in the spine, continues around one side of the body, and surfaces at the nerve endings in the skin. The pattern of the rash reflects the location of that nerve path. Risk Factors The leading risk factor for shingles is a history of having had chickenpox. One out of every five people who have had chickenpox is likely to get shingles. Another risk factor is aging. As we age, our natural immunity gradually loses its ability to protect against infection. The shingles virus can take advantage of this and become active again. Conditions that weaken the immune system can also put people at risk for shingles. Shingles is especially dangerous for anyone who has had cancer, radiation treatments for cancer, HIV/AIDS, or a transplant operation. Stress is another factor that may contribute to outbreaks. While stress alone does not cause the outbreaks, shingles often occurs in people who have recently had a stressful event in their lives. Most cases of shingles occur in adults. Only about 5 percent of cases occur in children. With children, immune deficiency is the primary risk factor, but children who had chickenpox before they were one year old may also get shingles before they become adults. There have been studies of adults who had chickenpox as children and were later exposed to children who had chickenpox. Interestingly, that exposure apparently boosted the adult's immunity, which actually helped them avoid getting shingles later in life."
How to prevent Shingles ?,0000062-3,prevention,"A Vaccine for Adults 60 and Older In May 2006, the U.S. Food and Drug Administration approved a vaccine (Zostavax) to prevent shingles in people age 60 and older. The vaccine is designed to boost the immune system and protect older adults from getting shingles later on. Even if you have had shingles, you can still get the shingles vaccine to help prevent future occurrences of the disease. There is no maximum age for getting the vaccine, and only a single dose is recommended. In a clinical trial involving thousands of adults 60 years old or older, the vaccine reduced the risk of shingles by about half. A One-time Dose To reduce the risk of shingles, adults 60 years old or older should talk to their healthcare professional about getting a one-time dose of the shingles vaccine. Even if the shingles vaccine doesnt prevent you from getting shingles, it can still reduce the chance of having long-term pain. If you have had shingles before, you can still get the shingles vaccine to help prevent future occurrences of the disease. There is no maximum age for getting the vaccine. Side Effects Vaccine side effects are usually mild and temporary. In most cases, shingles vaccine causes no serious side effects. Some people experience mild reactions that last up to a few days, such as headache or redness, soreness, swelling, or itching where the shot was given. When To Get the Vaccine The decision on when to get vaccinated should be made with your health care provider. The shingles vaccine is not recommended if you have active shingles or pain that continues after the rash is gone. Although there is no specific time that you must wait after having shingles before receiving the shingles vaccine, you should generally make sure that the shingles rash has disappeared before getting vaccinated. Where To Get the Vaccine The shingles vaccine is available in doctors offices, pharmacies, workplaces, community health clinics, and health departments. Most private health insurance plans cover recommended vaccines. Check with your insurance provider for details and for a list of vaccine providers. Medicare Part D plans cover shingles vaccine, but there may be costs to you depending on your specific plan. If you do not have health insurance, visit www.healthcare.gov  to learn more about health insurance options. Who Should Not Get the Vaccine? You should NOT get the shingles vaccine if you - have an active case of shingles or have pain that continues after the rash is gone  - have ever had a life-threatening or severe allergic reaction to gelatin, the antibiotic neomycin, or any other component of the shingles vaccine. Tell your doctor if you have any severe allergies.  - have a weakened immune system because of:  -- HIV/AIDS or another disease that affects the immune system   -- treatment with drugs that affect the immune system, such as steroids   -- cancer treatment such as radiation or chemotherapy   -- cancer affecting the bone marrow or lymphatic system, such as leukemia or lymphoma.  have an active case of shingles or have pain that continues after the rash is gone have ever had a life-threatening or severe allergic reaction to gelatin, the antibiotic neomycin, or any other component of the shingles vaccine. Tell your doctor if you have any severe allergies. have a weakened immune system because of:  -- HIV/AIDS or another disease that affects the immune system   -- treatment with drugs that affect the immune system, such as steroids   -- cancer treatment such as radiation or chemotherapy   -- cancer affecting the bone marrow or lymphatic system, such as leukemia or lymphoma. - are pregnant or might be pregnant. are pregnant or might be pregnant. To learn more about the vaccine, see Zostavax: Questions and Answers.  Could Vaccines Make Shingles a Rare Disease? The shingles vaccine is basically a stronger version of the chickenpox vaccine, which became available in 1995. The chickenpox shot prevents chickenpox in 70 to 90 percent of those vaccinated, and 95 percent of the rest have only mild symptoms. Millions of children and adults have already received the chickenpox shot. Interestingly, the chickenpox vaccine may reduce the shingles problem. Widespread use of the chickenpox vaccine means that fewer people will get chickenpox in the future. And if people do not get chickenpox, they cannot get shingles. Use of the shingles and chickenpox vaccines may one day make shingles a rare disease. To find out more, visit Shingles Vaccination: What You Need to Know or  Shingles Vaccine)"
What are the symptoms of Shingles ?,0000062-4,symptoms,"Burning, Itching, Tingling, Then a Rash  An outbreak of shingles usually begins with a burning, itching, or tingling sensation on the back, chest, or around the rib cage or waist. It is also common for the face or eye area to be affected. (Watch the video to learn more about one woman's experience with shingles. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) Some people report feeling feverish and weak during the early stages. Usually within 48 to 72 hours, a red, blotchy rash develops on the affected area. The rash erupts into small blisters that look like chickenpox. The blisters seem to arrive in waves over a period of three to five days. Blisters The blisters tend to be clustered in one specific area, rather than being scattered all over the body like chickenpox. The torso or face are the parts most likely to be affected, but on occasion, shingles breaks out in the lower body. The burning sensation in the rash area is often accompanied by shooting pains. After the blisters erupt, the open sores take a week or two to crust over. The sores are usually gone within another two weeks. The pain may diminish somewhat, but it often continues for months -- and can go on for years. Pain Shingles can be quite painful. Many shingles patients say that it was the intense pain that ultimately sent them to their healthcare provider. They often report that the sensation of anything brushing across the inflamed nerve endings on the skin is almost unbearable. Diagnosis is Usually Easy for Healthcare Providers A typical shingles case is easy to diagnose. A healthcare provider might suspect shingles if - the rash is only on one side of the body   - the rash erupts along one of the many nerve paths, called dermatomes, that stem from the spine. the rash is only on one side of the body the rash erupts along one of the many nerve paths, called dermatomes, that stem from the spine. A healthcare provider usually confirms a diagnosis of shingles if the person also - reports a sharp, burning pain   - has had chickenpox   - has blisters that look like chickenpox   - is elderly. reports a sharp, burning pain has had chickenpox has blisters that look like chickenpox is elderly. If the Diagnosis Is Unclear Some people go to their healthcare provider because of burning, painful, itchy sensations on one area of skin, but they don't get a rash. If there is no rash, the symptoms can be difficult to diagnose because they can be mistaken for numerous other diseases. In cases where there is no rash or the diagnosis is questionable, healthcare providers can do a blood test. If there is a rash, but it does not resemble the usual shingles outbreak, a healthcare provider can examine skin scrapings from the sores."
What are the treatments for Shingles ?,0000062-5,treatment,"If You Suspect Shingles  If you suspect you have shingles, see your healthcare provider within 72 hours of the first sign of the rash.Treatment with antiviral medications can reduce the severity of the nerve damage and speed healing. But to be effective, they must be started as soon as possible after the rash appears. (Watch the video to learn more about shingles treatments. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) Antivirals and Other Treatments At the early stage of shingles, a healthcare provider will usually prescribe antiviral pills. These antiviral medicines include acyclovir, valacyclovir, or famcyclovir, Your healthcare provider, may also prescribe drugs to relieve pain. Wet compresses, calamine lotion, and colloidal oatmeal baths may help relieve some of the itching. Patients with long-term pain may also be treated with numbing patches, tricyclic antidepressants, and gabapentin, an anti-seizure medication. While these treatments can reduce the symptoms of shingles, they are not a cure. The antivirals do weaken the virus and its effects, but the outbreak still tends to run its course. Good hygiene, including daily bathing, can help prevent bacterial infections. It is a good idea to keep fingernails clean and well-trimmed to reduce scratching. Shingles Vaccine The shingles vaccine is NOT recommended if you have active shingles or pain that continues after the rash is gone. To learn more about the shingles vaccine, see the chapter on ""Prevention."""
What is (are) Shingles ?,0000062-7,information,"Shingles -- also called varicella-zoster -- is a painful skin disease caused by a reactivation of the chickenpox virus. It is distinctive because it affects only one side of the body. The early signs of shingles usually develop in three stages: severe pain or tingling, possibly itchy rash, and blisters that look like chickenpox. (Watch the video to learn more about shingles. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.)"
Who is at risk for Shingles? ?,0000062-8,susceptibility,"Shingles is very common. Fifty percent of all Americans will have had shingles by the time they are 80. While shingles occurs in people of all ages, it is most common in 60-to 80-year-olds. In fact, one out of every three people 60 years or older will get shingles."
What are the symptoms of Shingles ?,0000062-9,symptoms,"The first symptoms usually include burning, itching, or tingling sensations on the back, chest, or around the rib cage or waist. In other cases, it can be the face or eye area that is involved. The affected area can become extremely painful. This is when most people go to a healthcare provider to find out what is causing the pain. Some people report feeling feverish and weak during the early stages. Usually within 48 to 72 hours, a red, blotchy rash develops on the affected area. The rash erupts into small blisters that look like chickenpox. The blisters tend to be clustered in one specific area, rather than being scattered all over the body like chickenpox. The torso or face are the parts most likely to be affected, but on occasion, shingles breaks out in the lower body. The burning sensation in the rash area is often accompanied by shooting pains. After the blisters erupt, the open sores take a week or two to crust over. The sores are usually gone within another two weeks. The pain may diminish somewhat, but it often continues for months -- and can go on for years."
How to diagnose Shingles ?,0000062-10,exams and tests,"A typical shingles case is easy to diagnose. A healthcare provider might suspect shingles if - the rash is only on one side of the body   - the rash erupts along one of the many nerve paths, called dermatomes, that stem from the spine. the rash is only on one side of the body the rash erupts along one of the many nerve paths, called dermatomes, that stem from the spine. A healthcare provider usually confirms a diagnosis of shingles if the person also - reports a sharp, burning pain   - has had chickenpox   - has blisters that look like chickenpox   - is elderly. reports a sharp, burning pain has had chickenpox has blisters that look like chickenpox is elderly. Other symptoms of shingles can include -  fever  -  headache  -  chills  -  upset stomach.  fever headache chills upset stomach. Some people go to their healthcare provider because of burning, painful, itchy sensations on one area of skin, but they don't get a rash. If there is no rash, the symptoms can be difficult to diagnose because they can be mistaken for numerous other diseases. In cases where there is no rash or the diagnosis is questionable, healthcare providers can do a blood test. If there is a rash, but it does not resemble the usual shingles outbreak, a healthcare provider can examine skin scrapings from the sores."
What are the complications of Shingles ?,0000062-11,complications,"The most common complication of shingles is pain -- a condition called post-herpetic neuralgia (PHN). People with PHN have severe pain in the areas where they had the shingles rash, even after the rash clears up. In most patients, the pain usually clears up in a few weeks or months, but some people can have pain from PHN for years. Shingles may also lead to other serious complications. - Outbreaks that start on the face or eyes can cause vision or hearing problems. Even permanent blindness can result if the cornea of the eye is affected.  -  Bacterial infection of the open sores can lead to scarring.   - In a very small number of cases, bacteria can cause more serious conditions, including toxic shock syndrome and necrotizing fasciitis, a severe infection that destroys the soft tissue under the skin.  - The burning waves of pain, loss of sleep, and interference with even basic life activities can cause serious depression.  - In patients with immune deficiency, the rash can be much more extensive than usual and the illness can be complicated by pneumonia. These cases are more serious, but they are rarely fatal.  - Very rarely, shingles can also lead to pneumonia, brain inflammation (encephalitis), or death.  Outbreaks that start on the face or eyes can cause vision or hearing problems. Even permanent blindness can result if the cornea of the eye is affected. Bacterial infection of the open sores can lead to scarring. In a very small number of cases, bacteria can cause more serious conditions, including toxic shock syndrome and necrotizing fasciitis, a severe infection that destroys the soft tissue under the skin. The burning waves of pain, loss of sleep, and interference with even basic life activities can cause serious depression. In patients with immune deficiency, the rash can be much more extensive than usual and the illness can be complicated by pneumonia. These cases are more serious, but they are rarely fatal. Very rarely, shingles can also lead to pneumonia, brain inflammation (encephalitis), or death."
What causes Shingles ?,0000062-12,causes,"Shingles is caused by a virus called the varicella-zoster virus -- the one that gave you chickenpox when you were a child. As you recovered from chickenpox, the sores and other symptoms healed, but the virus remained. It is with you for life. Researchers know that the varicella-zoster virus behaves differently from other viruses, such as the flu virus. Our immune system usually kills off invading germs, but it cannot completely knock out this type of virus. The virus just becomes inactive. The virus can become active again, especially in the later years of your life when your immune system doesn't protect you as well from infections. The virus travels from the spinal nerve cells and follows a nerve path out to the skin. Nerve endings in the skin become inflamed and erupt in a very painful rash. Healthcare providers cannot always be sure what the trigger is in each case. They don't know why the virus reactivates in one person with these risk factors, while in another person with the same risk factors, it does not."
Who is at risk for Shingles? ?,0000062-13,susceptibility,"The leading risk factor for shingles is a history of having had chickenpox. One out of every five people who have had chickenpox is likely to get shingles. Another risk factor is aging. As we age, our natural immunity gradually loses its ability to protect against infection. The shingles virus can take advantage of this and become active again. Conditions that weaken the immune system can also put people at risk for shingles. Shingles is especially dangerous for anyone who has had cancer, radiation treatments for cancer, HIV/AIDS, or a transplant operation. Our immune system gradually loses strength as we mature. After people reach 50, the body is not able to fight off infections as easily as it once did."
What is (are) Shingles ?,0000062-17,information,"""A burning, tingly feeling is what I noticed first,"" said an elderly woman describing her symptoms. ""I looked in the mirror, and there was a rash on just one side of my back. Then the shooting pains started. Days later, I could hardly stand to have my clothes touching me. I thought maybe I had hives or poison ivy,"" she said, ""until I went to the doctor."""
What are the symptoms of Shingles ?,0000062-21,symptoms,"A week or two after the blisters erupt, the oozing sores will begin to crust over. The sores are usually gone after another two weeks. The pain usually decreases over the next few weeks, but some patients may have pain for months -- sometimes, for years."
How to prevent Shingles ?,0000062-25,prevention,"Yes. In May 2006, the U.S. Food and Drug Administration approved a vaccine to prevent shingles in people age 60 and older. The vaccine, called Zostavax, is designed to boost the immune system and protect older adults from getting shingles later on. Even if you have had shingles, you can still get the shingles vaccine to help prevent future occurrences of the disease. There is no maximum age for getting the vaccine, and only a single dose is recommended. The shingles vaccine is NOT recommended if you have active shingles or pain that continues after the rash is gone. (Watch the video to learn more about shingles treatments. To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.) The shingles vaccine is available in pharmacies and doctor's offices. Talk with your healthcare professional if you have questions about the vaccine. To learn more about the vaccine,  see ""Zostavax: Questions and Answers."""
What are the treatments for Shingles ?,0000062-28,treatment,"Treatment with antiviral medications can reduce the severity of the nerve damage and speed healing. But to be effective, they must be started as soon as possible after the rash appears. If you suspect you have shingles, see your healthcare provider within 72 hours of the first sign of the rash. At the early stage of shingles, a healthcare provider will usually prescribe antiviral pills. These antiviral medicines include acyclovir, valacyclovir, or famcyclovir, Your healthcare provider, may also prescribe drugs to relieve pain. Wet compresses, calamine lotion, and colloidal oatmeal baths may help relieve some of the itching. Patients with long-term pain may also be treated with numbing patches, tricyclic antidepressants, and gabapentin, an anti-seizure medication. The shingles vaccine is not recommended if you have active shingles or pain that continues after the rash is gone. While these treatments can reduce the symptoms of shingles, they are not a cure. The antivirals do weaken the virus and its effects, but the outbreak still tends to run its course. Good hygiene, including daily bathing, can help prevent bacterial infections. It is a good idea to keep fingernails clean and well-trimmed to reduce scratching."
What is (are) Skin Cancer ?,0000063-1,information,"Skin cancer is the most common type of cancer in the U.S. It occurs in more than a million people each year, including many older people. There are three main types of skin cancer: basal cell carcinoma, squamous cell carcinoma, and melanoma. Of the three, melanoma is the most serious. The Body's Largest Organ The skin is the body's largest organ. It has two main layers: the inner layer, called the dermis, and the outer layer, called the epidermis. The dermis contains sweat glands, nerves, hair follicles, and blood vessels. The epidermis forms the protective, waterproof layer of the skin. The very top of the epidermis, which is called the stratum corneum, is made up of dead cells that have moved their way up through the other layers. The epidermis, or outer layer, is made up of three types of living cells: - Squamous cells are flat and form the top layer of living cells.  - Basal cells are round and lie directly under squamous cells.  - Melanocytes are specialized skin cells that produce pigment called melanin. Squamous cells are flat and form the top layer of living cells. Basal cells are round and lie directly under squamous cells. Melanocytes are specialized skin cells that produce pigment called melanin. The melanin pigment produced by melanocytes gives skin its color. It also protects the skin from ultraviolet (UV) ray damage from the sun by absorbing and scattering the energy. People with more melanin have darker skin and better protection from UV light. People with lighter skin (less melanin) are more vulnerable to damage from UV light. How Tumors Form Normally, cells in the body grow, divide, and produce more cells as needed. But sometimes the process goes wrong -- cells become abnormal and multiply in an uncontrolled way. These extra cells form a mass of tissue, called a growth or tumor. Tumors can be relatively harmless (benign) or cancerous (malignant). A malignant tumor can spread, damage healthy tissue, and make a person ill. Skin cancer occurs when abnormal cells form and multiply in an uncontrolled way in the epidermis, or abnormal cells from the epidermis invade the dermis of the skin. Basal cell carcinoma, squamous cell carcinoma, and melanoma are skin cancers that are named for the epidermal cells from which they develop. Basal Cell and Squamous Cell Carcinoma Basal cell and squamous cell carcinomas are very common in both older and younger people and are rarely life-threatening. Melanoma is a less common, yet more serious, type of skin cancer. Basal cell and squamous cell carcinomas are often called non-melanoma skin cancers or keratinocyte cancers. Melanoma Melanoma results from the uncontrolled growth of melanocytes and can occur anywhere on the body where melanocytes are located, including the skin, eyes, mouth and gastrointestinal tract. Men tend to develop melanoma more often on the trunk (the area from the shoulders to the hips) or the head and neck. Women more often develop melanoma on the extremities (arms and legs). Melanoma is found most often in adults, but can occur in children and teenagers. Melanoma is the most serious and most aggressive (fastest growing) form of skin cancer. An estimated 76,690 new cases of melanoma will be diagnosed in 2013. Because it is difficult to adequately treat melanoma after it has spread, the disease is expected to claim the lives of approximately 9,480 Americans in 2013. Can Skin Cancer Be Treated? Most basal cell and squamous cell skin cancers can be cured if found and treated early. Melanoma can often be treated effectively if caught in time."
