question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
What are the treatments for Parasites - African Trypanosomiasis (also known as Sleeping Sickness) ?,0000381-6,treatment,"All persons diagnosed with African Trypanosomiasis should receive treatment. The specific drug and treatment course will depend on the type of infection (T. b. gambiense or T. b. rhodesiense) and the disease stage (i.e. whether the central nervous system has been invaded by the parasite). Pentamidine, which is the recommended drug for first stage T. b. gambiense infection, is widely available in the U.S. The other drugs (suramin, melarsoprol, eflornithine, and nifurtimox) used to treat African trypanosomiasis are available in the U.S. only from the CDC. Physicians can consult with CDC staff for advice on diagnosis and management and to obtain otherwise unavailable treatment drug.    There is no test of cure for African trypanosomiasis. After treatment patients need to have serial examinations of their cerebrospinal fluid for 2 years, so that relapse can be detected if it occurs.    More on: Resources for Health Professionals: Treatment",Parasites - African Trypanosomiasis (also known as Sleeping Sickness),0000381,CDC,http://www.cdc.gov/parasites/sleepingsickness/,,,
How to prevent Parasites - African Trypanosomiasis (also known as Sleeping Sickness) ?,0000381-7,prevention,"There is no vaccine or drug for prophylaxis against African trypanosomiasis. Preventive measures are aimed at minimizing contact with tsetse flies. Local residents are usually aware of the areas that are heavily infested and they can provide advice about places to avoid. Other helpful measures include:         - Wear long-sleeved shirts and pants of medium-weight material in neutral colors that blend with the background environment. Tsetse flies are attracted to bright or dark colors, and they can bite through lightweight clothing.     - Inspect vehicles before entering. The flies are attracted to the motion and dust from moving vehicles.     - Avoid bushes. The tsetse fly is less active during the hottest part of the day but will bite if disturbed.     - Use insect repellent. Permethrin-impregnated clothing and insect repellent have not been proved to be particularly effective against tsetse flies, but they will prevent other insect bites that can cause illness.        Control of African trypanosomiasis rests on two strategies: reducing the disease reservoir and controlling the tsetse fly vector. Because humans are the significant disease reservoir for T. b. gambiense, the main control strategy for this subspecies is active case-finding through population screening, followed by treatment of the infected persons that are identified. Tsetse fly traps are sometimes used as an adjunct. Reducing the reservoir of infection is more difficult for T. b. rhodesiense, since there are a variety of animal hosts. Vector control is the primary strategy in use. This is usually done with traps or screens, in combination with insecticides and odors that attract the flies.",Parasites - African Trypanosomiasis (also known as Sleeping Sickness),0000381,CDC,http://www.cdc.gov/parasites/sleepingsickness/,,,
What is (are) Parasites - Taeniasis ?,0000397-1,information,"Taeniasis in humans is a parasitic infection caused by the tapeworm species Taenia saginata (beef tapeworm), Taenia solium (pork tapeworm), and Taenia asiatica (Asian tapeworm). Humans can become infected with these tapeworms by eating raw or undercooked beef (T. saginata) or pork (T. solium and T. asiatica). People with taeniasis may not know they have a tapeworm infection because symptoms are usually mild or nonexistent.T. solium tapeworm infections can lead to cysticercosis, which is a disease that can cause seizures, so it is important seek treatment.",Parasites - Taeniasis,,CDC,http://www.cdc.gov/parasites/taeniasis/,,,
Who is at risk for Parasites - Taeniasis? ?,0000397-2,susceptibility,"The tapeworms that cause taeniasis (Taenia saginata, T. solium, and T. asiatica) are found worldwide. Eating raw or undercooked beef or pork is the primary risk factor for acquiring taeniasis. Persons who don't eat raw or undercooked beef or pork are not likely to get taeniasis.    Infections with T. saginata occur wherever contaminated raw beef is eaten, particularly in Eastern Europe, Russia, eastern Africa and Latin America. Taeniasis due to T. saginata is rare in the United States, except in places where cattle and people are concentrated and sanitation is poor, such as around feed lots when cattle can be exposed to human feces. Tapeworm infections due to T. solium are more prevalent in under-developed communities with poor sanitation and where people eat raw or undercooked pork. Higher rates of illness have been seen in people in Latin America, Eastern Europe, sub-Saharan Africa, India, and Asia. Taenia solium taeniasis is seen in the United States, typically among Latin American immigrants. Taenia asiatica is limited to Asia and is seen mostly in the Republic of Korea, China, Taiwan, Indonesia, and Thailand.    A disease called cysticercosis can occur when T. solium tapeworm eggs are ingested. For example, people with poor hygiene who have taeniasis -- with or without symptoms -- will shed tapeworm eggs in their feces and might accidentally contaminate their environment. This can lead to transmission of cysticercosis to themselves or others.    More on: Cysticercosis",Parasites - Taeniasis,,CDC,http://www.cdc.gov/parasites/taeniasis/,,,
How to diagnose Parasites - Taeniasis ?,0000397-5,exams and tests,"Diagnosis of Taenia tapeworm infections is made by examination of stool samples; individuals should also be asked if they have passed tapeworm segments. Stool specimens should be collected on three different days and examined in the lab for Taenia eggs using a microscope. Tapeworm eggs can be detected in the stool 2 to 3 months after the tapeworm infection is established.    Tapeworm eggs of T. solium can also infect humans, causing cysticercosis. It is important to diagnose and treat all tapeworm infections.    More on: cysticercosis",Parasites - Taeniasis,,CDC,http://www.cdc.gov/parasites/taeniasis/,,,
What are the treatments for Parasites - Taeniasis ?,0000397-6,treatment,"Treatment is available after accurate diagnosis. Your doctor will provide prescription medication, either praziquantel or niclosamide, which is taken by mouth. The medication is also available in a children’s dosage. Work with your health care provider for proper treatment options for you and your family.    More on: Resources For Health Professionals: Treatment",Parasites - Taeniasis,,CDC,http://www.cdc.gov/parasites/taeniasis/,,,
How to prevent Parasites - Taeniasis ?,0000397-7,prevention,"One way to prevent taeniasis is to cook meat to safe temperatures. A food thermometer should be used to measure the internal temperature of cooked meat. Do not sample meat until it is cooked. USDA recommends the following for meat preparation.       - For Whole Cuts of Meat (excluding poultry)            - Cook to at least 145° F (63° C) as measured with a food thermometer placed in the thickest part of the meat, then allow the meat to rest* for three minutes before carving or consuming.         - For Ground Meat (excluding poultry)            - Cook to at least 160° F (71° C); ground meats do not require a rest* time.           *According to USDA, ""A 'rest time' is the amount of time the product remains at the final temperature, after it has been removed from a grill, oven, or other heat source. During the three minutes after meat is removed from the heat source, its temperature remains constant or continues to rise, which destroys pathogens.""   More on: Fight BAC: Safe Food Handling",Parasites - Taeniasis,,CDC,http://www.cdc.gov/parasites/taeniasis/,,,
How to diagnose Tuberculosis (TB) ?,0000399-2,exams and tests,"Tuberculosis (TB) is a disease that is spread through the air from one person to another. There are two kinds of tests that are used to determine if a person has been infected with TB bacteria: the tuberculin skin test and TB blood tests.   A positive TB skin test or TB blood test only tells that a person has been infected with TB bacteria. It does not tell whether the person has latent TB infection (LTBI) or has progressed to TB disease. Other tests, such as a chest x-ray and a sample of sputum, are needed to see whether the person has TB disease.   Tuberculin skin test: The TB skin test (also called the Mantoux tuberculin skin test) is performed by injecting a small amount of fluid (called tuberculin) into the skin in the lower part of the arm. A person given the tuberculin skin test must return within 48 to 72 hours to have a trained health care worker look for a reaction on the arm. The health care worker will look for a raised, hard area or swelling, and if present, measure its size using a ruler. Redness by itself is not considered part of the reaction.   The skin test result depends on the size of the raised, hard area or swelling. It also depends on the person’s risk of being infected with TB bacteria and the progression to TB disease if infected.       - Positive skin test: This      means the person’s body was infected with TB bacteria. Additional tests are needed to determine if the person has latent TB infection or TB disease. A health care worker will then provide treatment as needed.    - Negative skin test: This means the person’s body did not react to the test, and that latent TB infection or TB disease is not likely.            TB blood tests:     TB blood tests (also called interferon-gamma release assays or IGRAs) measure how the immune system reacts to the bacteria that cause TB. An IGRA measures how strong a person’s immune system reacts to TB bacteria by testing the person’s blood in a laboratory.   Two IGRAs are approved by the U.S. Food and Drug Administration (FDA) and are available in the United States:       - QuantiFERON®–TB Gold In-Tube test (QFT-GIT)    - T-SPOT®.TB test (T-Spot)          - Positive IGRA: This means that the person has been infected with TB bacteria. Additional tests are needed to determine if the person has latent TB infection or TB disease. A health care worker will then provide treatment as needed.    - Negative IGRA: This means that the person’s blood did not react to the test and that latent TB infection or TB disease is not likely.      IGRAs are the preferred method of TB infection testing for the following:        - People who have a difficult time returning for a second appointment to look for a reaction to the TST.      There is no problem with repeated IGRAs.                Testing for TB in BCG-Vaccinated Persons   Many people born outside of the United States have been BCG-vaccinated.   People who have had a previous BCG vaccine may receive a TB skin test. In some people, BCG may cause a positive skin test when they are not infected with TB bacteria. If a TB skin test is positive, additional tests are needed.   IGRAs, unlike the TB skin tests, are not affected by prior BCG vaccination and are not expected to give a false-positive result in people who have received BCG.         Choosing a TB Test   The person’s health care provider should choose which TB test to use. Factors in selecting which test to use include the reason for testing, test availability, and cost. Generally, it is not recommended to test a person with both a TST and an IGRA.         Diagnosis of Latent TB Infection or TB Disease   If a person is found to be infected with TB bacteria, other tests are needed to see if the person has TB disease.   TB disease can be diagnosed by medical history, physical examination, chest x-ray, and other laboratory tests. TB disease is treated by taking several drugs as recommended by a health care provider.   If a person does not have TB disease, but has TB bacteria in the body, then latent TB infection is diagnosed. The decision about treatment for latent TB infection will be based on a person’s chances of developing TB disease.         Diagnosis of TB Disease   People suspected of having TB disease should be referred for a medical evaluation, which will include       - Medical history,    - Physical examination,    - Test for TB infection (TB skin test or TB blood test),    - Chest radiograph (X-ray), and    - Appropriate laboratory tests      See Diagnosis of TB (Fact sheet) for more information about TB diagnosis.              Related Links             For Patients                For Health Care Providers",Tuberculosis (TB),0000399,CDC,http://www.cdc.gov/tb,,,
How to prevent Tuberculosis (TB) ?,0000399-3,prevention,"Infection Control in Health Care Settings  Tuberculosis (TB) transmission has been documented in health care settings where health care workers and patients come in contact with people who have TB disease.  People who work or receive care in health care settings are at higher risk for becoming infected with TB; therefore, it is necessary to have a TB infection control plan as part of a general infection control program designed to ensure the following:     - prompt detection of infectious patients,   - airborne precautions, and   - treatment of people who have suspected or confirmed TB disease.    In order to be effective, the primary emphasis of a TB infection control program should be on achieving these three goals.  In all health care settings, particularly those in which people are at high risk for exposure to TB, policies and procedures for TB control should be developed, reviewed periodically, and evaluated for effectiveness to determine the actions necessary to minimize the risk for transmission of TB.  The TB infection control program should be based on a three-level hierarchy of control measures and include:     - Administrative measures   - Environmental controls   - Use of respiratory protective equipment    The first and most important level of the hierarchy, administrative measures, impacts the largest number of people. It is intended primarily to reduce the risk of uninfected people who are exposed to people who have TB disease.  The second level of the hierarchy is the use of environmental controls to reduce the amount of TB in the air. The first two control levels of the hierarchy also minimize the number of areas in the health care setting where exposure to TB may occur.  The third level of the hierarchy is the use of respiratory protective equipment in situations that pose a high risk of exposure to TB. Use of respiratory protection equipment can further reduce the risk for exposure of health care workers.  More: Information about Infection Control in Health Care Settings       TB Prevention  Preventing Exposure to TB Disease While Traveling AbroadTravelers should avoid close contact or prolonged time with known TB patients in crowded, enclosed environments (for example, clinics, hospitals, prisons, or homeless shelters).  Travelers who will be working in clinics, hospitals, or other health care settings where TB patients are likely to be encountered should consult infection control or occupational health experts. They should ask about administrative and environmental procedures for preventing exposure to TB. Once those procedures are implemented, additional measures could include using personal respiratory protective devices.  Travelers who anticipate possible prolonged exposure to people with TB (for example, those who expect to come in contact routinely with clinic, hospital, prison, or homeless shelter populations) should have a tuberculin skin test (TST) or interferon-gamma release assay (IGRA) test before leaving the United States. If the test reaction is negative, they should have a repeat test 8 to 10 weeks after returning to the United States. Additionally, annual testing may be recommended for those who anticipate repeated or prolonged exposure or an extended stay over a period of years. Because people with HIV infection are more likely to have an impaired response to both the TST and IGRA, travelers who are HIV positive should tell their physicians about their HIV infection status.  More: Tuberculosis Information for International Travelers       What to Do If You Have Been Exposed to TB  If you think you have been exposed to someone with TB disease, contact your health care provider or local health department to see if you should be tested for TB. Be sure to tell the doctor or nurse when you spent time with someone who has TB disease.  More: What to Do If You Have Been Exposed to TB       Preventing Latent TB Infection from Progressing to TB Disease  Many people who have latent TB infection never develop TB disease. But some people who have latent TB infection are more likely to develop TB disease than others. Those at high risk for developing TB disease include:     - People with HIV infection   - People who became infected with TB bacteria in the last 2 years   - Babies and young children   - People who inject illegal drugs   - People who are sick with other diseases that weaken the immune system   - Elderly people   - People who were not treated correctly for TB in the past    If you have latent TB infection and you are in one of these high-risk groups, you should take medicine to keep from developing TB disease. There are several treatment options for latent TB infection. You and your health care provider must decide which treatment is best for you. If you take your medicine as instructed, it can keep you from developing TB disease. Because there are less bacteria, treatment for latent TB infection is much easier than treatment for TB disease. A person with TB disease has a large amount of TB bacteria in the body. Several drugs are needed to treat TB disease.",Tuberculosis (TB),0000399,CDC,http://www.cdc.gov/tb,,,
What are the treatments for Tuberculosis (TB) ?,0000399-6,treatment,"Tuberculosis (TB) is caused by a bacterium called Mycobacterium tuberculosis. The bacteria usually attack the lungs, but TB bacteria can attack any part of the body such as the kidney, spine, and brain. If not treated properly, TB disease can be fatal.  Not everyone infected with TB bacteria becomes sick. As a result, two TB-related conditions exist: latent TB infection and TB disease. Both latent TB infection and TB disease can be treated. Learn more about the difference between latent TB infection and TB disease.       Treatment for Latent TB Infection  People with latent TB infection have TB bacteria in their bodies, but they are not sick because the bacteria are not active. People with latent TB infection do not have symptoms, and they cannot spread TB bacteria to others. However, if TB bacteria become active in the body and multiply, the person will go from having latent TB infection to being sick with TB disease. For this reason, people with latent TB infection are often prescribed treatment to prevent them from developing TB disease. Treatment of latent TB infection is essential for controlling and eliminating TB in the United States.  Because there are less bacteria in a person with latent TB infection, treatment is much easier. Four regimens are approved for the treatment of latent TB infection. The medications used to treat latent TB infection include:     - isoniazid (INH)   - rifampin (RIF)   - rifapentine (RPT)    Certain groups of people (such as people with weakened immune systems) are at very high risk of developing TB disease once infected with TB bacteria. Every effort should be made to begin appropriate treatment and to ensure completion of the entire course of treatment for latent TB infection.  More: Treatment for Latent TB Infection       Treatment for TB Disease  TB bacteria become active (multiplying in the body) if the immune system can't stop them from growing. When TB bacteria are active, this is called TB disease. TB disease will make a person sick. People with TB disease may spread the bacteria to people with whom they spend many hours.  TB disease can be treated by taking several drugs for 6 to 9 months. There are 10 drugs currently approved by the U.S. Food and Drug Administration (FDA) for treating TB. Of the approved drugs, the first-line anti-TB agents that form the core of treatment regimens include:     - isoniazid (INH)   - rifampin (RIF)   - ethambutol (EMB)   - pyrazinamide (PZA)    Regimens for treating TB disease have an initial phase of 2 months, followed by a choice of several options for the continuation phase of either 4 or 7 months (total of 6 to 9 months for treatment). Learn more about the continuation phase of treatment.  It is very important that people who have TB disease finish the medicine, taking the drugs exactly as prescribed. If they stop taking the drugs too soon, they can become sick again; if they do not take the drugs correctly, the TB bacteria that are still alive may become resistant to those drugs. TB that is resistant to drugs is harder and more expensive to treat.  More: Treatment for TB Disease       Treatment Completion  Treatment completion is determined by the number of doses ingested over a given period of time. Although basic TB regimens are broadly applicable, there are modifications that should be made under special circumstances (such as people with HIV infection, drug resistance, pregnancy, or treatment of children).",Tuberculosis (TB),0000399,CDC,http://www.cdc.gov/tb,,,
What is (are) Tuberculosis (TB) ?,0000399-9,information,"The Division of Tuberculosis Elimination (DTBE) Laboratory Branch (LB) provides services for the following tests on mycobacterial cultures. Any local health department, licensed physician's office, licensed laboratory or licensed health care facility may submit cultures for testing but they must be routed through either their state health department or other authorized facility.  Genotyping  State or local TB control programs  A genotyping laboratory, in Michigan  is under contract with CDC to provide genotyping services to TB programs in the United States. Three genotyping methods to identify TB strains:     - Spoligotyping   - Mycobacterial interspersed repetitive unit (MIRU) analysis   - IS6110-based restriction fragment length polymorphism (RFLP) analysis    For more information, view the Guide to the Application of Genotyping to Tuberculosis Prevention and Control.  DTBE epidemiologic investigations and surveillance activities     - The LB provides support for DTBE epidemiologic investigations and surveillance activities. TB genotyping results, when combined with epidemiologic data, help to distinguish TB patients who are involved in the same chain of recent transmission.    Drug susceptibility testing  The LB performs drug susceptibility testing for selected Mycobacterium species referred from state or other authorized health facilities. Cultures of mycobacteria are tested by the indirect proportion method with antituberculosis drugs incorporated into 7H10 agar plates.    Additional Resources",Tuberculosis (TB),0000399,CDC,http://www.cdc.gov/tb,,,
what research is being done for Tuberculosis (TB) ?,0000399-10,research,"TB Epidemiologic Studies Consortium   The TB Epidemiologic Studies Consortium (TBESC) was established to strengthen, focus, and coordinate tuberculosis (TB) research. The TBESC is designed to build the scientific research capacities of state and metropolitan TB control programs, participating laboratories, academic institutions, hospitals, and both non- and for-profit organizations.                  TB Trials Consortium   The TB Trials Consortium (TBTC) is a collaboration of North American and international clinical investigators whose mission is to conduct programmatically relevant research concerning the diagnosis, clinical management, and prevention of TB infection and disease.  Behavioral and Social Science Research  Behavioral and social science research has the potential to make a tremendous impact on TB elimination efforts. This research is needed to 1) understand how behaviors of both patients and providers affect TB-related care seeking, diagnosis, treatment success, and prevention; and 2) understand how other social, cultural, and environmental influences affect health seeking and treatment outcomes related to TB.",Tuberculosis (TB),0000399,CDC,http://www.cdc.gov/tb,,,
What is (are) Parasites - Toxocariasis (also known as Roundworm Infection) ?,0000414-1,information,Frequently Asked Questions (FAQs)                            Fact Sheets,Parasites - Toxocariasis (also known as Roundworm Infection),0000414,CDC,http://www.cdc.gov/parasites/toxocariasis/,,,
Who is at risk for Parasites - Toxocariasis (also known as Roundworm Infection)? ?,0000414-2,susceptibility,"Infected dogs and cats shed Toxocara eggs in their feces into the environment. Once in the environment, it takes 2 to 4 weeks for Toxocara larvae to develop and for the eggs to become infectious. Humans or other animals can be infected by accidentally ingesting Toxocara eggs. For example, humans can become infected if they work with dirt and accidentally ingest dirt containing Toxocara eggs. Although rare, people can be infected by eating undercooked or raw meat from an infected animal such as a lamb or rabbit. Because dogs and cats are frequently found where people live, there may be large numbers of infected eggs in the environment. Once in the body, the Toxocara eggs hatch and roundworm larvae can travel in the bloodstream to different parts of the body, including the liver, heart, lungs, brain, muscles, or eyes. Most infected people do not have any symptoms. However, in some people, the Toxocara larvae can cause damage to these tissues and organs. The symptoms of toxocariasis, the disease caused by these migrating larvae, include fever, coughing, inflammation of the liver, or eye problems.    A U.S. study in 1996 showed that 30% of dogs younger than 6 months deposit Toxocara eggs in their feces; other studies have shown that almost all puppies are born already infected with Toxocara canis. Research also suggests that 25% of all cats are infected with Toxocara cati. Infection rates are higher for dogs and cats that are left outside for more time and allowed to eat other animals. In humans, it has been found that almost 14% of the U.S. population has been infected with Toxocara. Globally, toxocariasis is found in many countries, and prevalence rates can reach as high as 40% or more in parts of the world. There are several factors that have been associated with higher rates of infection with Toxocara. People are more likely to be infected with Toxocara if they own a dog. Children and adolescents under the age of 20 are more likely to test positive for Toxocara infection. This may be because children are more likely to eat dirt and play in outdoor environments, such as sandboxes, where dog and cat feces can be found. This infection is more common in people living in poverty. Geographic location plays a role as well, because Toxocara is more prevalent in hot, humid regions where eggs are kept viable in the soil.",Parasites - Toxocariasis (also known as Roundworm Infection),0000414,CDC,http://www.cdc.gov/parasites/toxocariasis/,,,
How to diagnose Parasites - Toxocariasis (also known as Roundworm Infection) ?,0000414-5,exams and tests,"If you think you or your child may have toxocariasis, you should see your health care provider to discuss the possibility of infection and, if necessary, to be examined. Toxocariasis can be difficult to diagnose because the symptoms of toxocariasis are similar to the symptoms of other infections. A blood test is available that looks for evidence of infection with Toxocara larvae. In addition to the blood test, diagnosis of toxocariasis includes identifying the presence of typical clinical signs of VT or OT and a history of exposure to cats and dogs.",Parasites - Toxocariasis (also known as Roundworm Infection),0000414,CDC,http://www.cdc.gov/parasites/toxocariasis/,,,
What are the treatments for Parasites - Toxocariasis (also known as Roundworm Infection) ?,0000414-6,treatment,Visceral toxocariasis can be treated with antiparasitic drugs such as albendazole or mebendazole. Treatment of ocular toxocariasis is more difficult and usually consists of measures to prevent progressive damage to the eye.    More on: Resources For Health Professionals: Treatment,Parasites - Toxocariasis (also known as Roundworm Infection),0000414,CDC,http://www.cdc.gov/parasites/toxocariasis/,,,
How to prevent Parasites - Toxocariasis (also known as Roundworm Infection) ?,0000414-7,prevention,"Controlling Toxocara infection in dogs and cats will reduce the number of infectious eggs in the environment and reduce the risk of infection for people. Have your veterinarian treat your dogs and cats, especially young animals, regularly for worms. This is especially important if your pets spend time outdoors and may become infected again.    There are several things that you can do around your home to make you and your pets safer:         - Clean your pet’s living area at least once a week. Feces should be either buried or bagged and disposed of in the trash. Wash your hands after handling pet waste.     - Do not allow children to play in areas that are soiled with pet or other animal feces and cover sandboxes when not in use to make sure that animals do not get inside and contaminate them.     - Wash your hands with soap and warm water after playing with your pets or other animals, after outdoor activities, and before handling food.     - Teach children the importance of washing hands to prevent infection.     - Teach children that it is dangerous to eat dirt or soil.        More on: Handwashing    Toxocara eggs have a strong protective layer which makes the eggs able to survive in the environment for months or even years under the right conditions. Many common disinfectants are not effective against Toxocara eggs but extreme heat has been shown to kill the eggs. Prompt removal of animal feces can help prevent infection since the eggs require 2 to 4 weeks to become infective once they are out of the animal.",Parasites - Toxocariasis (also known as Roundworm Infection),0000414,CDC,http://www.cdc.gov/parasites/toxocariasis/,,,
What is (are) Parasites - Toxoplasmosis (Toxoplasma infection) ?,0000415-1,information,"A single-celled parasite called Toxoplasma gondii causes a disease known as toxoplasmosis. While the parasite is found throughout the world, more than 60 million people in the United States may be infected with the Toxoplasma parasite. Of those who are infected, very few have symptoms because a healthy person’s immune system usually keeps the parasite from causing illness. However, pregnant women and individuals who have compromised immune systems should be cautious; for them, a Toxoplasma infection could cause serious health problems.",Parasites - Toxoplasmosis (Toxoplasma infection),0000415,CDC,http://www.cdc.gov/parasites/toxoplasmosis/,,,
Who is at risk for Parasites - Toxoplasmosis (Toxoplasma infection)? ?,0000415-2,susceptibility,"Toxoplasmosis is caused by the protozoan parasite Toxoplasma gondii. In the United States it is estimated that 22.5% of the population 12 years and older have been infected with Toxoplasma. In various places throughout the world, it has been shown that up to 95% of some populations have been infected with Toxoplasma. Infection is often highest in areas of the world that have hot, humid climates and lower altitudes.     Toxoplasmosis is not passed from person-to-person, except in instances of mother-to-child (congenital) transmission and blood transfusion or organ transplantation. People typically become infected by three principal routes of transmission.                                                    Foodborne transmission     The tissue form of the parasite (a microscopic cyst consisting of bradyzoites) can be transmitted to humans by food. People become infected by:           - Eating undercooked, contaminated meat (especially pork, lamb, and venison)      - Accidental ingestion of undercooked, contaminated meat after handling it and not washing hands thoroughly (Toxoplasma cannot be absorbed through intact skin)      - Eating food that was contaminated by knives, utensils, cutting boards, or other foods that had contact with raw, contaminated meat                    Animal-to-human (zoonotic) transmission     Cats play an important role in the spread of toxoplasmosis. They become infected by eating infected rodents, birds, or other small animals. The parasite is then passed in the cat's feces in an oocyst form, which is microscopic.     Kittens and cats can shed millions of oocysts in their feces for as long as 3 weeks after infection. Mature cats are less likely to shed Toxoplasma if they have been previously infected. A Toxoplasma-infected cat that is shedding the parasite in its feces contaminates the litter box. If the cat is allowed outside, it can contaminate the soil or water in the environment as well.                            People can accidentally swallow the oocyst form of the parasite. People can be infected by:           - Accidental ingestion of oocysts after cleaning a cat's litter box when the cat has shed Toxoplasma in its feces      - Accidental ingestion of oocysts after touching or ingesting anything that has come into contact with a cat's feces that contain Toxoplasma      - Accidental ingestion of oocysts in contaminated soil (e.g., not washing hands after gardening or eating unwashed fruits or vegetables from a garden)      - Drinking water contaminated with the Toxoplasma parasite                    Mother-to-child (congenital) transmission     A woman who is newly infected with Toxoplasma during pregnancy can pass the infection to her unborn child (congenital infection). The woman may not have symptoms, but there can be severe consequences for the unborn child, such as diseases of the nervous system and eyes.               Rare instances of transmission     Organ transplant recipients can become infected by receiving an organ from a Toxoplasma-positive donor. Rarely, people can also become infected by receiving infected blood via transfusion. Laboratory workers who handle infected blood can also acquire infection through accidental inoculation.",Parasites - Toxoplasmosis (Toxoplasma infection),0000415,CDC,http://www.cdc.gov/parasites/toxoplasmosis/,,,
How to diagnose Parasites - Toxoplasmosis (Toxoplasma infection) ?,0000415-5,exams and tests,"The diagnosis of toxoplasmosis is typically made by serologic testing. A test that measures immunoglobulin G (IgG) is used to determine if a person has been infected. If it is necessary to try to estimate the time of infection, which is of particular importance for pregnant women, a test which measures immunoglobulin M (IgM) is also used along with other tests such as an avidity test.    Diagnosis can be made by direct observation of the parasite in stained tissue sections, cerebrospinal fluid (CSF), or other biopsy material. These techniques are used less frequently because of the difficulty of obtaining these specimens.    Parasites can also be isolated from blood or other body fluids (for example, CSF) but this process can be difficult and requires considerable time.    Molecular techniques that can detect the parasite's DNA in the amniotic fluid can be useful in cases of possible mother-to-child (congenital) transmission.    Ocular disease is diagnosed based on the appearance of the lesions in the eye, symptoms, course of disease, and often serologic testing.",Parasites - Toxoplasmosis (Toxoplasma infection),0000415,CDC,http://www.cdc.gov/parasites/toxoplasmosis/,,,
What are the treatments for Parasites - Toxoplasmosis (Toxoplasma infection) ?,0000415-6,treatment,"Healthy people (nonpregnant)    Most healthy people recover from toxoplasmosis without treatment. Persons who are ill can be treated with a combination of drugs such as pyrimethamine and sulfadiazine, plus folinic acid.             Pregnant women, newborns, and infants    Pregnant women, newborns, and infants can be treated, although the parasite is not eliminated completely. The parasites can remain within tissue cells in a less active phase; their location makes it difficult for the medication to completely eliminate them.             Persons with ocular disease    Persons with ocular toxoplasmosis are sometimes prescribed medicine to treat active disease by their ophthalmologist. Whether or not medication is recommended depends on the size of the eye lesion, the location, and the characteristics of the lesion (acute active, versus chronic not progressing).             Persons with compromised immune systems    Persons with compromised immune systems need to be treated until they have improvement in their condition. For AIDS patients, continuation of medication for the rest of their lives may be necessary, or for as long as they are immunosuppressed.    More on: Resources for Health Professionals: Treatment",Parasites - Toxoplasmosis (Toxoplasma infection),0000415,CDC,http://www.cdc.gov/parasites/toxoplasmosis/,,,
How to prevent Parasites - Toxoplasmosis (Toxoplasma infection) ?,0000415-7,prevention,"People who are healthy should follow the guidelines below to reduce risk of toxoplasmosis. If you have a weakened immune system, please see guidelines for Immunocompromised Persons.   Reduce Risk from Food   To prevent risk of toxoplasmosis and other infections from food:       - Freeze meat for several days at sub-zero (0° F) temperatures before cooking to greatly reduce chance of infection.    - Peel or wash fruits and vegetables thoroughly before eating.                     - Wash cutting boards, dishes, counters, utensils, and hands with hot soapy water after contact with raw meat, poultry, seafood, or unwashed fruits or vegetables.      More on: Handwashing   The U.S. Government and the meat industry continue their efforts to reduce T. gondii in meat.   Reduce Risk from the Environment   To prevent risk of toxoplasmosis from the environment:       - Avoid drinking untreated drinking water.    - Wear gloves when gardening and during any contact with soil or sand because it might be contaminated with cat feces that contain Toxoplasma. Wash hands with soap and warm water after gardening or contact with soil or sand.    - Teach children the importance of washing hands to prevent infection.    - Keep outdoor sandboxes covered.                     - Feed cats only canned or dried commercial food or well-cooked table food, not raw or undercooked meats.    - Change the litter box daily if you own a cat. The Toxoplasma parasite does not become infectious until 1 to 5 days after it is shed in a cat's feces. If you are pregnant or immunocompromised:            - Avoid changing cat litter if possible. If no one else can perform the task, wear disposable gloves and wash your hands with soap and warm water afterwards.      - Keep cats indoors.      - Do not adopt or handle stray cats, especially kittens. Do not get a new cat while you are pregnant.",Parasites - Toxoplasmosis (Toxoplasma infection),0000415,CDC,http://www.cdc.gov/parasites/toxoplasmosis/,,,
What is (are) Parasites - Trichinellosis (also known as Trichinosis) ?,0000418-1,information,"Trichinellosis, also called trichinosis, is caused by eating raw or undercooked meat of animals infected with the larvae of a species of worm called Trichinella. Infection occurs commonly in certain wild carnivorous (meat-eating) animals such as bear or cougar, or omnivorous (meat and plant-eating) animals such as domestic pigs or wild boar.",Parasites - Trichinellosis (also known as Trichinosis),0000418,CDC,http://www.cdc.gov/parasites/trichinellosis/,,,
