question,question_id,question_type,answer
What are the treatments for Myasthenia Gravis ?,0000206-2,treatment,"Myasthenia gravis can be controlled. Some medications improve neuromuscular transmission and increase muscle strength, and some suppress the production of abnormal antibodies. These medications must be used with careful medical follow up because they may cause major side effects. Thymectomy, the surgical removal of the thymus gland (which often is abnormal in those with myasthenia gravis), improves symptoms in certain individuals Other therapies include plasmapheresis, a procedure in which abnormal antibodies are removed from the blood, and high-dose intravenous immune globulin, which temporarily modifies the immune system and provides the body with normal antibodies from donated blood."
What is the outlook for Myasthenia Gravis ?,0000206-3,outlook,"With treatment, most individuals with myasthenia can significantly improve their muscle weakness. Some case of myasthenia gravis may go into remission temporarily, and muscle weakness may disappear so that medications can be discontinued. In a few cases, the severe weakness of myasthenia gravis may cause respiratory failure, which requires immediate emergency medical care."
what research (or clinical trials) is being done for Myasthenia Gravis ?,0000206-4,research,"Scientists are evaluating new and improving current treatments for myasthenia gravis. Different drugs are being tested, either alone or in combination with existing drug therapies, to see if they are effective in treating the disorder. One study seeks to understand the molecular basis of synaptic transmission in the nervous system. Thymectomy is being studied in individuals who do not have thymoma, to assess long-term benefit the surgery may have over medical therapy alone. And investigators are examining the safety and efficacy of autologous hematopoietic stem cell transplantation to treat refractory and severe myasthenia gravis."
What is (are) Myoclonus ?,0000207-1,information,"Myoclonus refers to a sudden, involuntary jerking of a muscle or group of muscles. In its simplest form, myoclonus consists of a muscle twitch followed by relaxation. A hiccup is an example of this type of myoclonus. Other familiar examples of myoclonus are the jerks or ""sleep starts"" that some people experience while drifting off to sleep. These simple forms of myoclonus occur in normal, healthy persons and cause no difficulties. When more widespread, myoclonus may involve persistent, shock-like contractions in a group of muscles. Myoclonic jerking may develop in people with multiple sclerosis, Parkinson's disease, Alzheimer's disease, or Creutzfeldt-Jakob disease. Myoclonic jerks commonly occur in persons with epilepsy, a disorder in which the electrical activity in the brain becomes disordered and leads to seizures. Myoclonus may develop in response to infection, head or spinal cord injury, stroke, brain tumors, kidney or liver failure, lipid storage disease, chemical or drug poisoning, or other disorders. It can occur by itself, but most often it is one of several symptoms associated with a wide variety of nervous system disorders."
What are the treatments for Myoclonus ?,0000207-2,treatment,"Treatment of myoclonus focuses on medications that may help reduce symptoms. The drug of first choice is clonazepam, a type of tranquilizer. Many of the drugs used for myoclonus, such as barbiturates, phenytoin, and primidone, are also used to treat epilepsy. Sodium valproate is an alternative therapy for myoclonus and can be used either alone or in combination with clonazepam. Myoclonus may require the use of multiple drugs for effective treatment."
What is the outlook for Myoclonus ?,0000207-3,outlook,"Simple forms of myoclonus occur in normal, healthy persons and cause no difficulties. In some cases, myoclonus begins in one region of the body and spreads to muscles in other areas. More severe cases of myoclonus can distort movement and severely limit a person's ability to eat, talk, or walk. These types of myoclonus may indicate an underlying disorder in the brain or nerves. Although clonazepam and sodium valproate are effective in the majority of people with myoclonus, some people have adverse reactions to these drugs. The beneficial effects of clonazepam may diminish over time if the individual develops a tolerance for the drug."
what research (or clinical trials) is being done for Myoclonus ?,0000207-4,research,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research relating to myoclonus in its laboratories at the National Institutes of Health (NIH) and also supports additional research through grants to major medical institutions across the country. Scientists are seeking to understand the underlying biochemical basis of involuntary movements and to find the most effective treatment for myoclonus and other movement disorders. Researchers may be able to develop drug treatments that target specific biochemical changes involved in myoclonus. By combining several of these drugs, scientists hope to achieve greater control of myoclonic symptoms."
What is (are) Myopathy ?,0000208-1,information,"The myopathies are neuromuscular disorders in which the primary symptom is muscle weakness due to dysfunction of muscle fiber. Other symptoms of myopathy can include include muscle cramps, stiffness, and spasm. Myopathies can be inherited (such as the muscular dystrophies) or acquired (such as common muscle cramps). Myopathies are grouped as follows: congenital myopathies: characterized by developmental delays in motor skills; skeletal and facial abnormalities are occasionally evident at birth muscular dystrophies: characterized by progressive weakness in voluntary muscles; sometimes evident at birth mitochondrial myopathies: caused by genetic abnormalities in mitochondria, cellular structures that control energy; include Kearns-Sayre syndrome, MELAS and MERRF glycogen storage diseases of muscle: caused by mutations in genes controlling enzymes that metabolize glycogen and glucose (blood sugar); include Pompe's, Andersen's and Cori's diseases myoglobinurias: caused by disorders in the metabolism of a fuel (myoglobin) necessary for muscle work; include McArdle, Tarui, and DiMauro diseases dermatomyositis: an inflammatory myopathy of skin and muscle myositis ossificans: characterized by bone growing in muscle tissue familial periodic paralysis: characterized by episodes of weakness in the arms and legs polymyositis, inclusion body myositis, and related myopathies: inflammatory myopathies of skeletal muscle neuromyotonia: characterized by alternating episodes of twitching and stiffness; and stiff-man syndrome: characterized by episodes of rigidity and reflex spasms common muscle cramps and stiffness, and tetany: characterized by prolonged spasms of the arms and legs"
What are the treatments for Myopathy ?,0000208-2,treatment,"Treatments for the myopathies depend on the disease or condition and specific causes. Supportive and symptomatic treatment may be the only treatment available or necessary for some disorders. Treatment for other disorders may include drug therapy, such as immunosuppressives, physical therapy, bracing to support weakened muscles, and surgery."
What is the outlook for Myopathy ?,0000208-3,outlook,"The prognosis for individuals with a myopathy varies. Some individuals have a normal life span and little or no disability. For others, however, the disorder may be progressive, severely disabling, life-threatening, or fatal."
what research (or clinical trials) is being done for Myopathy ?,0000208-4,research,"The NINDS supports and conducts an extensive research program on neuromuscular disorders such as the myopathies. Much of this research is aimed at increasing scientific understanding of these disorders, and finding ways to prevent, treat, and cure them."
What is (are) Thyrotoxic Myopathy ?,0000209-1,information,"Thyrotoxic myopathy is a neuromuscular disorder that may accompany hyperthyroidism (Graves' disease, caused by overproduction of the thyroid hormone thyroxine). Symptoms may include muscle weakness, myalgias (muscle tenderness), wasting of the pelvic girdle and shoulder muscles, fatigue, and/or heat intolerance. Thyroid myopathy may be associated with rhabdomyolysis (acute muscle breakdown), damage to the muscles that control eye movement, and temporary, but severe, attacks of muscle weakness that are associated with low blood potassium levels (known as periodic paralysis)."
What are the treatments for Thyrotoxic Myopathy ?,0000209-2,treatment,"Treatment involves restoring normal levels of thyroid hormone and may include thyroid drugs, radioactive iodine, and sometimes partial or complete surgical removal of the thyroid."
What is the outlook for Thyrotoxic Myopathy ?,0000209-3,outlook,"With treatment, muscle weakness may improve or be reversed."
what research (or clinical trials) is being done for Thyrotoxic Myopathy ?,0000209-4,research,The NINDS supports a broad range of research on neuromuscular disorders such as thyrotoxic myopathy. Much of this research is aimed at learning more about these disorders and finding ways to prevent and treat them.
What is (are) Myotonia ?,0000210-1,information,"Myotonia is a medical term that refers to a neuromuscular condition in which the relaxation of a muscle is impaired. It can affect any muscle group. Repeated effort will be needed to relax the muscle, although the condition usually improves after the muscles have warmed-up. Individuals with myotonia may have trouble releasing their grip on objects or may have difficulty rising from a seated position. They may walk with a stiff, awkward gait. Myotonia is caused by an abnormality in the muscle membrane, and is often associated with inherited neurological disorders. Myotonia is commonly seen in individuals with myotonic muscular dystrophy, myotonia congenita, and in people who have one of a group of neurological disorders called the channelopathies, which are inherited diseases that are caused by mutations in the chloride sodium or potassium channels that regulate the muscle membrane. Myotonia may also be triggered by exposure to cold."
What are the treatments for Myotonia ?,0000210-2,treatment,"Treatment for myotonia may include mexiletine, quinine, phenytoin, and other anticonvulsant drugs. Physical therapy and other rehabilitative measures may help muscle function."
What is the outlook for Myotonia ?,0000210-3,outlook,Myotonia is a chronic disorder. Symptoms may improve later in life.
what research (or clinical trials) is being done for Myotonia ?,0000210-4,research,"The National Institute of Neurological Disorders and Stroke supports and conducts an extensive research program on neuromuscular disorders. The goals of this research are to learn more about these disorders and to find ways to treat, prevent, and cure them."
What is (are) Narcolepsy ?,0000211-1,information,"Narcolepsy is a chronic neurological disorder caused by the brain's inability to regulate sleep-wake cycles normally. At various times throughout the day, people with narcolepsy experience irresistable bouts ofsleep. If the urge becomes overwhelming, individuals will fall asleep for periods lasting from a few seconds to several minutes. In rare cases, some people may remain asleep for an hour or longer. In addition to excessive daytime sleepiness (EDS), three other major symptoms frequently characterize narcolepsy: cataplexy, or the sudden loss of voluntary muscle tone; vivid hallucinations during sleep onset or upon awakening; and brief episodes of total paralysis at the beginning or end of sleep. Narcolepsy is not definitively diagnosed in most patients until 10 to 15 years after the first symptoms appear. The cause of narcolepsy remains unknown. It is likely that narcolepsy involves multiple factors interacting to cause neurological dysfunction and sleep disturbances."
What are the treatments for Narcolepsy ?,0000211-2,treatment,"There is no cure for narcolepsy. In 1999, after successful clinical trial results, the U.S. Food and Drug Administration (FDA) approved a drug called modafinil for the treatment of EDS. Two classes of antidepressant drugs have proved effective in controlling cataplexy in many patients: tricyclics (including imipramine, desipramine, clomipramine, and protriptyline) and selective serotonin reuptake inhibitors (including fluoxetine and sertraline). Drug therapy should be supplemented by behavioral strategies. For example, many people with narcolepsy take short, regularly scheduled naps at times when they tend to feel sleepiest. Improving the quality of nighttime sleep can combat EDS and help relieve persistent feelings of fatigue. Among the most important common-sense measures people with narcolepsy can take to enhance sleep quality are actions such as maintaining a regular sleep schedule, and avoiding alcohol and caffeine-containing beverages before bedtime. The drug Xyrem (sodium oxybate or gamma hydroxybutyrate, also known as GHB) was approved in July 2002 for treating cataplexy and in November 2005 for EDS in people who have narcolepsy. Due to safety concerns associated with the use of this drug, the distribution of Xyrem is tightly restricted."
What is the outlook for Narcolepsy ?,0000211-3,outlook,"None of the currently available medications enables people with narcolepsy to consistently maintain a fully normal state of alertness. But EDS and cataplexy, the most disabling symptoms of the disorder, can be controlled in most patients with drug treatment. Often the treatment regimen is modified as symptoms change. Whatever the age of onset, patients find that the symptoms tend to get worse over the two to three decades after the first symptoms appear. Many older patients find that some daytime symptoms decrease in severity after age 60."
what research (or clinical trials) is being done for Narcolepsy ?,0000211-4,research,"The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) conduct research into narcolepsy and other sleep disorders in laboratories at the NIH and also support additional research through grants to major medical institutions across the country. The NINDS continues to support investigations into the basic biology of sleep, including the brain mechanisms involved in generating and regulating sleep. Within the National Heart, Lung, and Blood Institute, also a component of the NIH, the       National        Center   on Sleep Disorders Research (NCSDR) coordinates Federal government sleep research activities and shares information with private and nonprofit groups."
What is (are) Neurofibromatosis ?,0000212-1,information,"The neurofibromatoses are genetic disorders that cause tumors to grow in the nervous system. The tumors begin in the supporting cells that make up the nerves and the myelin sheath--the thin membrane that envelops and protects the nerves. These disorders cause tumors to grow on nerves and, less frequently, in the brain and spinal cord, and produce other abnormalities such as skin changes and bone deformities. Although many affected persons inherit the disorder, between 30 and 50 percent of new cases arise spontaneously through mutation (change) in an individual's genes. Once this change has taken place, the mutant gene can be passed on to succeeding generations. There are three forms of neurofibromatosis (NF):
                
- NF1 is the more common type of the disorder. Symptoms of NF1, which may be evident at birth and nearly always by the time the child is 10 years old, may include light brown spots on the skin (""cafe-au-lait"" spots), two or more growths on the iris of the eye, a tumor on the optic nerve, a larger than normal head circumference, and abnormal development of the spine, a skull bone, or the tibia.   - NF2 is less common and is characterized by slow-growing tumors on the vestibular branch of the right and left eighth cranial nerves, which are called vestibular schwannomas or acoustic neuromas.. The tumors press on and damage neighboring nerves and reduce hearing.  - The distinctive feature of schwannomatosis is the development of multiple schwannomas (tumors made up of certain cells) everywhere in the body except on the vestibular branch of the 8th cranial nerve. The dominant symptom is pain, which develops as a schwannoma enlarges or compresses nerves or adjacent tissue. Some people may develop numbness, tingling, or weakness in the fingers and toes."
What are the treatments for Neurofibromatosis ?,0000212-2,treatment,"Treatment may include surgery, focused radiation, or chemotherapy. Surgery to remove NF2 tumors completely is one option. Surgery for vestibular schwannomas does not restore hearing and usually reduces hearing. Sometimes surgery is not performed until functional hearing is lost completely. Surgery may result in damage to the facial nerve and some degree of facial paralysis. Focused radiation of vestibular schwannoma carries of a lower risk of facial paralysis than open surgery, but is more effective o shrinking small to moderate tumors than larger tumors. Chemotherapy with a drug that targets the blood vessels of vestibular schwannoma can reduce the size of the tumor and improves hearing, but some tumors do not respond at all and sometimes respond only temporarily. Bone malformations can often be corrected surgically, and surgery can also correct cataracts and retinal abnormalities. Pain usually subsides when tumors are removed completely."
What is the outlook for Neurofibromatosis ?,0000212-3,outlook,"In most cases, symptoms of NF1 are mild, and individuals live normal and productive lives. In some cases, however, NF1 can be severely debilitating and may cause cosmetic and psychological issues. The course of NF2 varies greatly among individuals. Loss of hearing in both ears develops in most individuals with NF2. In some cases of NF2, the damage to nearby vital structures, such as other cranial nerves and the brain stem, can be life-threatening. Most individuals with schwannomatosis have significant pain. In some extreme cases the pain will be severe and disabling."
what research (or clinical trials) is being done for Neurofibromatosis ?,0000212-4,research,"The mission of the National Institute of Neurological Disorders and Stroke (NINDS) is to seek fundamental knowledge about the brain and nervous system and to use that knowledge to reduce the burden of neurological disease. NINDS researchers are working to identify signaling pathways in the nervous system, with the hope of eventually developing drugs and techniques to help diagnose and treat NF. Understanding the natural history of tumors in NF and determining possible factors that may regulate their growth patterns is another aim of NIH researchers Ongoing research continues to discover additional genes that appear to play a role in NF-related tumor suppression or growth Continuing research on these genes and their proteins is beginning to reveal how this novel family of growth regulators controls how and where tumors form and grow Researchers also hope to develop new and more effective treatments for neurofibromatosis. Several agents have been tested or are under investigation for NF2, including the monoclonal antibody, bevacizumab, which improves hearing in some individuals with NF2.Because schwannomas are particularly hard to treat tumors, NINDS researchers are developing a new treatment option, which uses a virus to kill tumor cells. Additional NINDS-funded researchers are testing novel radiation and chemotherapy regimens for NF1-related malignant tumors of the peripheral nerves."
What is (are) Neuroleptic Malignant Syndrome ?,0000213-1,information,"Neuroleptic malignant syndrome is a life-threatening, neurological disorder most often caused by an adverse reaction to neuroleptic or antipsychotic drugs. Symptoms include high fever, sweating, unstable blood pressure, stupor, muscular rigidity, and autonomic dysfunction. In most cases, the disorder develops within the first 2 weeks of treatment with the drug; however, the disorder may develop any time during the therapy period. The syndrome can also occur in people taking anti-Parkinsonism drugs known as dopaminergics if those drugs are discontinued abruptly."
What are the treatments for Neuroleptic Malignant Syndrome ?,0000213-2,treatment,"Generally, intensive care is needed. The neuroleptic or antipsychotic drug is discontinued, and the fever is treated aggressively. A muscle relaxant may be prescribed. Dopaminergic drugs, such as a dopamine agonist, have been reported to be useful."
What is the outlook for Neuroleptic Malignant Syndrome ?,0000213-3,outlook,"Early identification of and treatment for individuals with neuroleptic malignant syndrome improves outcome. If clinically indicated, a low potency neuroleptic can be reintroduced very slowly when the individual recovers, although there is a risk that the syndrome might recur. Another alternative is to substitute another class of drugs for the neuroleptic. Anesthesia may be a risk to individuals who have experienced neuroleptic malignant syndrome."
what research (or clinical trials) is being done for Neuroleptic Malignant Syndrome ?,0000213-4,research,The NINDS supports research on neurological disorders such as neuroleptic malignant syndrome. Much of this research focuses on finding ways to prevent and treat the disorder.
What is (are) Neuronal Migration Disorders ?,0000214-1,information,"Neuronal migration disorders (NMDs) are a group of birth defects caused by the abnormal migration of neurons in the developing brain and nervous system. In the developing brain, neurons must migrate from the areas where they are born to the areas where they will settle into their proper neural circuits. Neuronal migration, which occurs as early as the second month of gestation, is controlled by a complex assortment of chemical guides and signals. When these signals are absent or incorrect, neurons do not end up where they belong. This can result in structurally abnormal or missing areas of the brain in the cerebral hemispheres, cerebellum, brainstem, or hippocampus. The structural abnormalities found in NMDs include schizencephaly, porencephaly, lissencephaly, agyria, macrogyria, polymicrogyria, pachygyria, microgyria, micropolygyria, neuronal heterotopias (including band heterotopia), agenesis of the corpus callosum, and agenesis of the cranial nerves. Symptoms vary according to the abnormality, but often feature poor muscle tone and motor function, seizures, developmental delays, impaired cognitive development, failure to grow and thrive, difficulties with feeding, swelling in the extremities, and a smaller than normal head. Most infants with an NMD appear normal, but some disorders have characteristic facial or skull features that can be recognized by a neurologist. Several genetic abnormalities in children with NMDs have been identified. Defects in genes that are involved in neuronal migration have been associated with NMDs, but the role they play in the development of these disorders is not yet well-understood. More than 25 syndromes resulting from abnormal neuronal migration have been described. Among them are syndromes with several different patterns of inheritance; genetic counseling thus differs greatly between syndromes."
What are the treatments for Neuronal Migration Disorders ?,0000214-2,treatment,"Treatment is symptomatic, and may include anti-seizure medication and special or supplemental education consisting of physical, occupational, and speech therapies."
What is the outlook for Neuronal Migration Disorders ?,0000214-3,outlook,The prognosis for children with NMDs varies depending on the specific disorder and the degree of brain abnormality and subsequent neurological signs and symptoms.
what research (or clinical trials) is being done for Neuronal Migration Disorders ?,0000214-4,research,The NINDS conducts and supports a wide range of studies that explore the complex systems of brain development. These studies include the identification of the mechanism of action of the known causes of NMD as well as studies to identify further causes of disease. NIH-funded researchers work closely with parental support groups to bring research discoveries directly to patients. The knowledge gained from these studies provides the foundation for understanding abnormal development and offers hope for new ways to treat and prevent NMDs.
What is (are) Neurosarcoidosis ?,0000215-1,information,"Neurosarcoidosis is a manifestation of sarcoidosis in the nervous system. Sarcoidosis is a chronic inflammatory disorder that typically occurs in adults between 20 and 40 years of age and primarily affects the lungs, but can also impact almost every other organ and system in the body. Neurosarcoidosis is characterized by inflammation and abnormal cell deposits in any part of the nervous system  the brain, spinal cord, or peripheral nerves. It most commonly occurs in the cranial and facial nerves, the hypothalamus (a specific area of the brain), and the pituitary gland. It is estimated to develop in 5 to 15 percent of those individuals who have sarcoidosis. Weakness of the facial muscles on one side of the face (Bells palsy) is a common symptom of neurosarcoidosis. The optic and auditory nerves can also become involved, causing vision and hearing impairments. It can cause headache, seizures, memory loss, hallucinations, irritability, agitation, and changes in mood and behavior. Neurosarcoidosis can appear in an acute, explosive fashion or start as a slow chronic illness. Because neurosarcoidosis manifests in many different ways, a diagnosis may be difficult and delayed."
What are the treatments for Neurosarcoidosis ?,0000215-2,treatment,"There is no agreed upon standard of treatment for neurosarcoidosis. Doctors generally recommend corticosteroid therapy as first-line therapy for individuals with the condition. Additional treatment with immunomodulatory drugs such as hydroxychloroquine, pentoxyfilline, thalidomide, and infliximab, and immunosuppressive drugs such as methotrexate, azathioprine, cyclosporin, and cyclophosphamide, have benefited some individuals. While the use of corticosteroids and other immunosuppressive drugs is effective, these medications also have undesirable side effects. Side effects and experience with certain drugs may play a role in medication choices."
What is the outlook for Neurosarcoidosis ?,0000215-3,outlook,"The prognosis for patients with neurosarcoidosis varies. Approximately two-thirds of those with the condition will recover completely; the remainder will have a chronically progressing or on-and-off course of illness. Complications resulting from immunosuppressive treatments, such as cryptococcal and tuberculous meningitis, progressive multifocal leukoencephalopathy, and inclusion body myositis, may be fatal for a small percentage of individuals."
what research (or clinical trials) is being done for Neurosarcoidosis ?,0000215-4,research,"The National Institute of Neurological Disorders and Stroke (NINDS) has joined with other institutes of the National Institutes of Health (NIH) to form a trans-NIH working group to coordinate and fund research into the disease mechanisms of sarcoidosis, predisposing factors, genetic underpinnings, and the potential for clinical therapies. Grants are supporting research at major medical institutions across the country. The outcomes of this research will be better ways to diagnose, treat, and ultimately cure sarcoidosis and neurosarcardoisis."
What is (are) Neurosyphilis ?,0000216-1,information,"Neurosyphilis is a disease of the coverings of the brain, the brain itself, or the spinal cord. It can occur in people with syphilis, especially if they are left untreated. Neurosyphilis is different from syphilis because it affects the nervous system, while syphilis is a sexually transmitted disease with different signs and symptoms. There are five types of neurosyphilis:
                
- asymptomatic neurosyphilis - meningeal neurosyphilis - meningovascular neurosyphilis - general paresis, and - tabes dorsalis.
                
Asymptomatic neurosyphilis means that neurosyphilis is present, but the individual reports no symptoms and does not feel sick. Meningeal syphilis can occur between the first few weeks to the first few years of getting syphilis. Individuals with meningeal syphilis can have headache, stiff neck, nausea, and vomiting. Sometimes there can also be loss of vision or hearing. Meningovascular syphilis causes the same symptoms as meningeal syphilis but affected individuals also have strokes. This form of neurosyphilis can occur within the first few months to several years after infection. General paresis can occur between 3  30 years after getting syphilis. People with general paresis can have personality or mood changes. Tabes dorsalis is characterized by pains in the limbs or abdomen, failure of muscle coordination, and bladder disturbances. Other signs include vision loss, loss of reflexes and loss of sense of vibration, poor gait, and impaired balance. Tabes dorsalis can occur anywhere from 5  50 years after initial syphilis infection. General paresis and tabes dorsalis are now less common than the other forms of neurosyphilis because of advances made in prevention, screening, and treatment. People with HIV/AIDS are at higher risk of having neurosyphilis."
What are the treatments for Neurosyphilis ?,0000216-2,treatment,"Penicillin, an antibiotic, is used to treat syphilis. Individuals with neurosyphilis can be treated with penicillin given by vein, or by daily intramuscular injections for 10  14 days. If they are treated with daily penicillin injections, individuals must also take probenecid by mouth four times a day. Some medical professionals recommend another antibiotic called ceftriaxone for neurosyphilis treatment. This drug is usually given daily by vein, but it can also be given by intramuscular injection. Individuals who receive ceftriaxone are also treated for 10 - 14 days. People with HIV/AIDS who get treated for neurosyphilis may have different outcomes than individuals without HIV/AIDS."
What is the outlook for Neurosyphilis ?,0000216-3,outlook,"Prognosis can change based on the type of neurosyphilis and how early in the course of the disease people with neurosyphilis get diagnosed and treated. Individuals with asymptomatic neurosyphilis or meningeal neurosyphilis usually return to normal health. People with meningovascular syphilis, general paresis, or tabes dorsalis usually do not return to normal health, although they may get much better. Individuals who receive treatment many years after they have been infected have a worse prognosis. Treatment outcome is different for every person."
what research (or clinical trials) is being done for Neurosyphilis ?,0000216-4,research,"The National Institute of Neurological Disorders and Stroke supports and conducts research on neurodegenerative disorders, such as neurosyphilis, in an effort to find ways to prevent, treat, and ultimately cure these disorders."
What is (are) Neurotoxicity ?,0000217-1,information,"Neurotoxicity occurs when the exposure to natural or manmade toxic substances (neurotoxicants) alters the normal activity of the nervous system. This can eventually disrupt or even kill neurons, key cells that transmit and process signals in the brain and other parts of the nervous system. Neurotoxicity can result from exposure to substances used in chemotherapy, radiation treatment, drug therapies, and organ transplants, as well as exposure to heavy metals such as lead and mercury, certain foods and food additives, pesticides, industrial and/or cleaning solvents, cosmetics, and some naturally occurring substances. Symptoms may appear immediately after exposure or be delayed. They may include limb weakness or numbness; loss of memory, vision, and/or intellect; headache; cognitive and behavioral problems; and sexual dysfunction. Individuals with certain disorders may be especially vulnerable to neurotoxicants."
What are the treatments for Neurotoxicity ?,0000217-2,treatment,"Treatment involves eliminating or reducing exposure to the toxic substance, followed by symptomatic and supportive therapy."
What is the outlook for Neurotoxicity ?,0000217-3,outlook,"The prognosis depends upon the length and degree of exposure and the severity of neurological injury. In some instances, exposure to neurotoxicants can be fatal. In others, patients may survive but not fully recover. In other situations, many individuals recover completely after treatment."
what research (or clinical trials) is being done for Neurotoxicity ?,0000217-4,research,"The NINDS supports research on disorders of the brain and nervous system such as neurotoxicity, aimed at learning more about these disorders and finding ways to prevent and treat them. Scientists are investigating the role occupational or environmental toxicants have on progressive neurodegenerative disorders such as Parkinson's disease, amyotrophic lateral sclerosis, multiple sclerosis, and dementia. Also being studied are the mechanisms that trigger neuroimmune responses in the central nervous system and the possibility that some brain disorders in children may occur when environmental triggers interact with genes."
What is (are) Niemann-Pick Disease ?,0000218-1,information,"Niemann-Pick disease (NP) refers to a group of inherited metabolic disorders known as lipid storage diseases. Lipids (fatty materials such as waxes, fatty acids, oils, and cholesterol) and proteins are usually broken down into smaller components to provide energy for the body. In Niemann-Pick disease, harmful quantities of lipids accumulate in the brain, spleen, liver, lungs, and bone marrow. Neurological symptoms may include ataxia (lack of muscle control during voluntary movements such as walking), loss of muscle tone, brain degeneration, increased sensitivity to touch, spasticity (stiff muscles and awkward movement), and slurred speech. Other symptoms may include feeding and swallowing difficulties, eye paralysis, learning problems, and an enlarged liver and spleen. There may be clouding of the cornea and a characteristic cherry-red halo develops around the center of the retina. The disease has three categories. Type A, the most severe form, occurs in early infancy and is seen primarily in Jewish families. It is characterized by progressive weakness, an enlarged liver and spleen, swollen lymph nodes, and profound brain damage by six months of age. Children with this type rarely live beyond 18 months. Type B usually occurs in the pre-teen years, with symptoms that include ataxia and peripheral neuropathy. The brain is generally not affected. Other symptoms include enlarged liver and spleen, and pulmonary difficulties. In types A and B, insufficient activity of an enzyme called sphingomyelinase causes the build up of toxic amounts of sphingomyelin, a fatty substance present in every cell of the body. Type C may appear early in life or develop in the teen or adult years. It is caused by a lack of the NPC1 or NPC2 proteins. Affected individuals may have extensive brain damage that can cause an inability to look up and down, difficulty in walking and swallowing, and progressive loss of vision and hearing. There may be moderate enlargement of the spleen and liver. Individuals wit Type C who share a common ancestral background in Nova Scotia were previously referred to as Type D."
What are the treatments for Niemann-Pick Disease ?,0000218-2,treatment,There is currently no cure for Niemann-Pick disease. Treatment is supportive. Children usually die from infection or progressive neurological loss. There is currently no effective treatment for persons with type A. Bone marrow transplantation has been attempted in a few individuals with type B. The development of enzyme replacement and gene therapies might also be helpful for those with type B. restricting one's diet does not prevent the buildup of lipids in cells and tissues.
What is the outlook for Niemann-Pick Disease ?,0000218-3,outlook,"Infants with type A die in infancy. Children with Type B may live a comparatively long time, but may require supplemental oxygen because of lung impairment. The life expectancy of persons with type C varies: some individuals die in childhood while others who appear to be less severely affected can live into adulthood."
what research (or clinical trials) is being done for Niemann-Pick Disease ?,0000218-4,research,"The National Institute of Neurological Disorders and Stroke (NINDS), a part of the National Institutes of Health (NIH), conducts and supports research about Niemann-Pick disease through research grants to research institutions across the country. Investigators at the NINDS have identified two different genes that, when defective, contribute to Niemann-Pick disease type C. NINDS scientists are studying the mechanisms by which lipids accumulating in these storage diseases causes harm to the body. Additional research studies hope to identify biomarkers (signs that may indicate risk of a disease and improve diagnosis) for the lipid storage disorders."
What is (are) Occipital Neuralgia ?,0000219-1,information,"Occipital neuralgia is a distinct type of headache characterized by piercing, throbbing, or electric-shock-like chronic pain in the upper neck, back of the head, and behind the ears, usually on one side of the head. Typically, the pain of occipital neuralgia begins in the neck and then spreads upwards. Some individuals will also experience pain in the scalp, forehead, and behind the eyes. Their scalp may also be tender to the touch, and their eyes especially sensitive to light. The location of pain is related to the areas supplied by the greater and lesser occipital nerves, which run from the area where the spinal column meets the neck, up to the scalp at the back of the head. The pain is caused by irritation or injury to the nerves, which can be the result of trauma to the back of the head, pinching of the nerves by overly tight neck muscles, compression of the nerve as it leaves the spine due to osteoarthritis, or tumors or other types of lesions in the neck. Localized inflammation or infection, gout, diabetes, blood vessel inflammation (vasculitis), and frequent lengthy periods of keeping the head in a downward and forward position are also associated with occipital neuralgia. In many cases, however, no cause can be found. A positive response (relief from pain) after an anesthetic nerve block will confirm the diagnosis."
What are the treatments for Occipital Neuralgia ?,0000219-2,treatment,"Treatment is generally symptomatic and includes massage and rest. In some cases, antidepressants may be used when the pain is particularly severe. Other treatments may include local nerve blocks and injections of steroids directly into the affected area."
What is the outlook for Occipital Neuralgia ?,0000219-3,outlook,"Occipital neuralgia is not a life-threatening condition. Many individuals will improve with therapy involving heat, rest, anti-inflammatory medications, and muscle relaxants. Recovery is usually complete after the bout of pain has ended and the nerve damage repaired or lessened."
what research (or clinical trials) is being done for Occipital Neuralgia ?,0000219-4,research,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes at the National Institutes of Health conduct research related to pain and occipital neuralgia in their clinics and laboratories and support additional research through grants to major medical institutions across the country. Much of this research focuses on understanding the basic mechanisms of pain and testing treatments in order to find better ways to treat occipital neuralgia.
What is (are) Olivopontocerebellar Atrophy ?,0000220-1,information,"Olivopontocerebellar atrophy (OPCA) is a term that describes the degeneration of neurons in specific areas of the brain  the cerebellum, pons, and inferior olives. OPCA is present in several neurodegenerative syndromes, including inherited and non-inherited forms of ataxia (such as the hereditary spinocerebellar ataxia known as Machado-Joseph disease) and multiple system atrophy (MSA), with which it is primarily associated. http://www.ninds.nih.gov/disorders/msa/msa.htm
                
OPCA may also be found in the brains of individuals with prion disorders and inherited metabolic diseases. The characteristic areas of brain damage that indicate OPCA can be seen by imaging the brain using CT scans or MRI studies."
