question,question_id,question_type,answer
What is (are) Sports Injuries ?,0000845-1,information,"Exercising is good for you, but sometimes you can injure yourself when you play sports or exercise. Accidents, poor training practices, or improper gear can cause them. Some people get hurt because they are not in shape. Not warming up or stretching enough can also lead to injuries.     The most common sports injuries are       - Sprains and strains     -  Knee injuries     -  Swollen muscles     -  Achilles tendon injuries     -  Pain along the shin bone     - Rotator cuff injuries    -  Fractures     -  Dislocations        If you get hurt, stop playing. Continuing to play or exercise can cause more harm. Treatment often begins with the RICE (Rest, Ice, Compression, and Elevation) method to relieve pain, reduce swelling, and speed healing. Other possible treatments include pain relievers, keeping the injured area from moving, rehabilitation, and sometimes surgery.    NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases"
Do you have information about Sports Safety,0000846-1,information,"Summary : Playing sports can be fun, but it can also be dangerous if you are not careful. You can help prevent injuries by       - Getting a physical to make sure you are healthy before you start playing your sport    - Wearing the right shoes, gear, and equipment     - Drinking lots of water     - Warming up and stretching       If you have already hurt yourself playing a sport, make sure you recover completely before you start up again. If possible, protect the injured part of your body with padding, a brace, or special equipment. When you do start playing again, start slowly."
What is (are) Sprains and Strains ?,0000847-1,information,"A sprain is a stretched or torn ligament. Ligaments are tissues that connect bones at a joint. Falling, twisting, or getting hit can all cause a sprain. Ankle and wrist sprains are common. Symptoms include pain, swelling, bruising, and being unable to move your joint. You might feel a pop or tear when the injury happens.     A strain is a stretched or torn muscle or tendon. Tendons are tissues that connect muscle to bone. Twisting or pulling these tissues can cause a strain. Strains can happen suddenly or develop over time. Back and hamstring muscle strains are common. Many people get strains playing sports. Symptoms include pain, muscle spasms, swelling, and trouble moving the muscle.     At first, treatment of both sprains and strains usually involves resting the injured area, icing it, wearing a bandage or device that compresses the area, and medicines. Later treatment might include exercise and physical therapy.     NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases"
What is (are) Staphylococcal Infections ?,0000848-1,information,"Staph is short for Staphylococcus, a type of bacteria. There are over 30 types, but Staphylococcus aureus causes most staph infections (pronounced ""staff infections""), including       - Skin infections    - Pneumonia    - Food poisoning    - Toxic shock syndrome    - Blood poisoning (bacteremia)       Skin infections are the most common. They can look like pimples or boils. They may be red, swollen and painful, and sometimes have pus or other drainage. They can turn into impetigo, which turns into a crust on the skin, or cellulitis, a swollen, red area of skin that feels hot.    Anyone can get a staph skin infection. You are more likely to get one if you have a cut or scratch, or have contact with a person or surface that has staph bacteria. The best way to prevent staph is to keep hands and wounds clean. Most staph skin infections are easily treated with antibiotics or by draining the infection. Some staph bacteria such as MRSA (methicillin-resistant Staphylococcus aureus) are resistant to certain antibiotics, making infections harder to treat."
Do you have information about Statins,0000849-1,information,"Summary : Statins are drugs used to lower cholesterol. Your body needs some cholesterol to work properly. But if you have too much in your blood, it can stick to the walls of your arteries and narrow or even block them.    If diet and exercise don't reduce your cholesterol levels, you may need to take medicine. Often, this medicine is a statin. Statins interfere with the production of cholesterol in your liver. They lower bad cholesterol levels and raise good cholesterol levels. This can slow the formation of plaques in your arteries.    Statins are relatively safe for most people. But they are not recommended for pregnant patients or those with active or chronic liver disease. They can also cause serious muscle problems. Some statins also interact adversely with other drugs. You may have fewer side effects with one statin drug than another.     Researchers are also studying the use of statins for other conditions.    Food and Drug Administration"
Do you have information about Stem Cells,0000850-1,information,"Summary : Stem cells are cells with the potential to develop into many different types of cells in the body. They serve as a repair system for the body. There are two main types of stem cells: embryonic stem cells and adult stem cells.     Stem cells are different from other cells in the body in three ways:       - They can divide and renew themselves over a long time    - They are unspecialized, so they cannot do specific functions in the body    - They have the potential to become specialized cells, such as muscle cells, blood cells, and brain cells       Doctors and scientists are excited about stem cells because they could help in many different areas of health and medical research. Studying stem cells may help explain how serious conditions such as birth defects and cancer come about. Stem cells may one day be used to make cells and tissues for therapy of many diseases. Examples include Parkinson's disease, Alzheimer's disease, spinal cord injury, heart disease, diabetes, and arthritis.    NIH: National Institutes of Health"
Do you have information about Steroids,0000851-1,information,"Summary : You may have heard of anabolic steroids, which can have harmful effects. But there's another type of steroid - sometimes called a corticosteroid - that treats a variety of problems. These steroids are similar to hormones that your adrenal glands make to fight stress associated with illnesses and injuries. They reduce inflammation and affect the immune system.     You may need to take corticosteroids to treat       -  Arthritis    -  Asthma    -  Autoimmune diseases such as lupus and multiple sclerosis    -  Skin conditions such as eczema and rashes    -  Some kinds of cancer       Steroids are strong medicines, and they can have side effects, including weakened bones and cataracts. Because of this, you usually take them for as short a time as possible."
What is (are) Stillbirth ?,0000852-1,information,"If a woman loses a pregnancy after she's past her 20th week, it's called a stillbirth. Stillbirths are due to natural causes. They can happen before delivery or during delivery. Causes include:       - Problems with the placenta, the organ that transports oxygen and nutrients to the fetus    - Genetic problems with the fetus    - Fetal infections    - Other physical problems in the fetus       In at least half of all cases, it is not possible to tell why the baby died.    If stillbirth happens before delivery, your health care provider may induce labor or perform a Cesarean section to deliver the fetus. In some cases, you can wait until you go into labor yourself. This usually happens within two weeks of stillbirth.    Counseling may help you cope with your grief. Later, if you do decide to try again, work closely with your health care provider to lower the risks. Many women who have a stillbirth go on to have healthy babies.    NIH: National Institute of Child Health and Human Development"
What is (are) Stomach Cancer ?,0000853-1,information,"The stomach is an organ between the esophagus and the small intestine. It mixes food with stomach acid and helps digest protein. Stomach cancer mostly affects older people - two-thirds of people who have it are over age 65. Your risk of getting it is also higher if you       - Have had a Helicobacter pylori infection    - Have had stomach inflammation    - Are a man    - Eat lots of salted, smoked, or pickled foods     - Smoke cigarettes     - Have a family history of stomach cancer       It is hard to diagnose stomach cancer in its early stages. Indigestion and stomach discomfort can be symptoms of early cancer, but other problems can cause the same symptoms. In advanced cases, there may be blood in your stool, vomiting, unexplained weight loss, jaundice, or trouble swallowing. Doctors diagnose stomach cancer with a physical exam, blood and imaging tests, an endoscopy, and a biopsy.    Because it is often found late, it can be hard to treat stomach cancer. Treatment options include surgery, chemotherapy, radiation or a combination.    NIH: National Cancer Institute"
What is (are) Stomach Disorders ?,0000854-1,information,"Your stomach is an organ between your esophagus and small intestine. It is where digestion of protein begins. The stomach has three tasks. It stores swallowed food. It mixes the food with stomach acids. Then it sends the mixture on to the small intestine.    Most people have a problem with their stomach at one time or another. Indigestion and heartburn are common problems. You can relieve some stomach problems with over-the-counter medicines and lifestyle changes, such as avoiding fatty foods or eating more slowly. Other problems like peptic ulcers or GERD require medical attention.     You should see a doctor if you have any of the following:       - Blood when you have a bowel movement    - Severe abdominal pain    - Heartburn not relieved by antacids     - Unintended weight loss     - Ongoing vomiting or diarrhea       NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
What is (are) Streptococcal Infections ?,0000855-1,information,"Strep is short for Streptococcus, a type of bacteria. There are two types: group A and group B.    Group A strep causes       - Strep throat - a sore, red throat, sometimes with white spots on the tonsils    - Scarlet fever - an illness that follows strep throat. It causes a red rash on the body.    - Impetigo - a skin infection    - Toxic shock syndrome    - Cellulitis and necrotizing fasciitis (flesh-eating disease)       Group B strep can cause blood infections, pneumonia and meningitis in newborns. A screening test during pregnancy can tell if you have it. If you do, I.V. antibiotics during labor can save your baby's life. Adults can also get group B strep infections, especially if they are elderly or already have health problems. Strep B can cause urinary tract infections, blood infections, skin infections and pneumonia in adults.    Antibiotics are used to treat strep infections.    NIH: National Institute of Allergy and Infectious Diseases"
What is (are) Stress ?,0000856-1,information,"Everyone feels stressed from time to time. Not all stress is bad. All animals have a stress response, and it can be life-saving. But chronic stress can cause both physical and mental harm.    There are at least three different types of stress:       - Routine stress related to the pressures of work, family, and other daily responsibilities    - Stress brought about by a sudden negative change, such as losing a job, divorce, or illness    - Traumatic stress, which happens when you are in danger of being seriously hurt or killed. Examples include a major accident, war, assault, or a natural disaster. This type of stress can cause post-traumatic stress disorder (PTSD).       Different people may feel stress in different ways. Some people experience digestive symptoms. Others may have headaches, sleeplessness, depressed mood, anger, and irritability. People under chronic stress get more frequent and severe viral infections, such as the flu or common cold. Vaccines, such as the flu shot, are less effective for them.    Some people cope with stress more effectively than others. It's important to know your limits when it comes to stress, so you can avoid more serious health effects.    NIH: National Institute of Mental Health"
What is (are) Stroke ?,0000857-1,information,"A stroke is a medical emergency. Strokes happen when blood flow to your brain stops. Within minutes, brain cells begin to die. There are two kinds of stroke. The more common kind, called ischemic stroke, is caused by a blood clot that blocks or plugs a blood vessel in the brain. The other kind, called hemorrhagic stroke, is caused by a blood vessel that breaks and bleeds into the brain. ""Mini-strokes"" or transient ischemic attacks (TIAs), occur when the blood supply to the brain is briefly interrupted.    Symptoms of stroke are        - Sudden numbness or weakness of the face, arm or leg (especially on one side of the body)    - Sudden confusion, trouble speaking or understanding speech    - Sudden trouble seeing in one or both eyes    - Sudden trouble walking, dizziness, loss of balance or coordination    - Sudden severe headache with no known cause       If you have any of these symptoms, you must get to a hospital quickly to begin treatment. Acute stroke therapies try to stop a stroke while it is happening by quickly dissolving the blood clot or by stopping the bleeding. Post-stroke rehabilitation helps individuals overcome disabilities that result from stroke damage. Drug therapy with blood thinners is the most common treatment for stroke.     NIH: National Institute of Neurological Disorders and Stroke"
Do you have information about Stroke Rehabilitation,0000858-1,information,Summary : A stroke can cause lasting brain damage. People who survive a stroke need to relearn skills they lose because of the damage. Rehabilitation can help them relearn those skills.    Stroke can cause five types of disabilities:       - Paralysis or problems controlling movement    - Pain and other problems with the senses    - Problems using or understanding language    - Problems with thinking and memory    - Emotional disturbances            Stroke rehabilitation involves many kinds of health professionals. The goal is to help survivors become as independent as possible and to have the best possible quality of life.    NIH: National Institute of Neurological Disorders and Stroke
What is (are) Stuttering ?,0000859-1,information,"Stuttering is a problem that affects the flow of your speech. If you stutter, you may        -  Make certain words sound longer than they should be    -  Find it hard to start a new word     -  Repeat words or parts of words     -  Get tense when you try to speak. You may blink your eyes rapidly, or your lips and jaw may tremble as you struggle to get the words out.       Stuttering can affect anyone. It is most common in young children who are still learning to speak. Boys are three times more likely to stutter than girls. Most children stop stuttering as they grow older. Less than 1 percent of adults stutter.    Scientists don't fully understand why some people stutter. The problem seems to run in families. There is no cure, but treatments can help. They include stuttering therapy, electronic devices, and self-help groups. Starting stuttering therapy early for young children can keep it from becoming a lifelong problem.     NIH: National Institute on Deafness and Other Communication Disorders"
What is (are) Sudden Infant Death Syndrome ?,0000860-1,information,"Sudden infant death syndrome (SIDS) is the sudden, unexplained death of an infant younger than one year old. Some people call SIDS ""crib death"" because many babies who die of SIDS are found in their cribs.     SIDS is the leading cause of death in children between one month and one year old. Most SIDS deaths occur when babies are between two months and four months old. Premature babies, boys, African Americans, and American Indian/Alaska Native infants have a higher risk of SIDS.    Although health care professionals don't know what causes SIDS, they do know ways to reduce the risk. These include       - Placing babies on their backs to sleep, even for short naps. ""Tummy time"" is for when babies are awake and someone is watching    - Using a firm sleep surface, such as a crib mattress covered with a fitted sheet     - Keeping soft objects and loose bedding away from sleep area    - Making sure babies don't get too hot. Keep the room at a comfortable temperature for an adult.    - Don't smoke during pregnancy or allow anyone to smoke near your baby       NIH: National Institute of Child Health and Human Development"
What is (are) Suicide ?,0000861-1,information,"Suicide is the tenth most common cause of death in the United States. People may consider suicide when they are hopeless and can't see any other solution to their problems. Often it's related to serious depression, alcohol or substance abuse, or a major stressful event.    People who have the highest risk of suicide are white men. But women and teens report more suicide attempts. If someone talks about suicide, you should take it seriously. Urge them to get help from their doctor or the emergency room, or call the National Suicide Prevention Lifeline at 1-800-273-TALK (8255). It is available 24/7.    Therapy and medicines can help most people who have suicidal thoughts. Treating mental illnesses and substance abuse can reduce the risk of suicide.    NIH: National Institute of Mental Health"
What is (are) Sun Exposure ?,0000862-1,information,"Ultraviolet (UV) rays are an invisible form of radiation. They can pass through your skin and damage your skin cells. Sunburns are a sign of skin damage. Suntans aren't healthy, either. They appear after the sun's rays have already killed some cells and damaged others. UV rays can cause skin damage during any season or at any temperature. They can also cause eye problems, wrinkles, skin spots, and skin cancer.    To protect yourself        -  Stay out of the sun when it is strongest (between 10 a.m. and 2 p.m.)    -  Use sunscreen with an SPF of 15 or higher     -  Wear protective clothing     -  Wear wraparound sunglasses that provide 100 percent UV ray protection    -  Avoid sunlamps and tanning beds        Check your skin regularly for changes in the size, shape, color, or feel of birthmarks, moles, and spots. Such changes are a sign of skin cancer.     Food and Drug Administration"
Do you have information about Surgery,0000863-1,information,"Summary : There are many reasons to have surgery. Some operations can relieve or prevent pain. Others can reduce a symptom of a problem or improve some body function. Some surgeries are done to find a problem. For example, a surgeon may do a biopsy, which involves removing a piece of tissue to examine under a microscope. Some surgeries, like heart surgery, can save your life.    Some operations that once needed large incisions (cuts in the body) can now be done using much smaller cuts. This is called laparoscopic surgery. Surgeons insert a thin tube with a camera to see, and use small tools to do the surgery.    After surgery there can be a risk of complications, including infection, too much bleeding, reaction to anesthesia, or accidental injury. There is almost always some pain with surgery.    Agency for Healthcare Research and Quality"
What is (are) Swallowing Disorders ?,0000864-1,information,"If you have a swallowing disorder, you may have difficulty or pain when swallowing. Some people cannot swallow at all. Others may have trouble swallowing liquids, foods, or saliva. This makes it hard to eat. Often, it can be difficult to take in enough calories and fluids to nourish your body.    Anyone can have a swallowing disorder, but it is more likely in the elderly. It often happens because of other conditions, including       -  Nervous system disorders, such as Parkinson's disease and cerebral palsy    -  Problems with your esophagus, including GERD (gastroesophageal reflux disease)    -  Stroke    -  Head or spinal cord injury    -  Cancer of the head, neck, or esophagus       Medicines can help some people, while others may need surgery. Swallowing treatment with a speech-language pathologist can help. You may find it helpful to change your diet or hold your head or neck in a certain way when you eat. In very serious cases, people may need feeding tubes.    NIH: National Institute on Deafness and Other Communication Disorders"
What is (are) Sweat ?,0000865-1,information,"Sweat is a clear, salty liquid produced by glands in your skin. Sweating is how your body cools itself. You sweat mainly under your arms and on your feet and palms. When sweat mixes with bacteria on your skin, it can cause a smell. Bathing regularly and using antiperspirants or deodorants can help control the odor.     Sweating a lot is normal when it is hot or when you exercise, are anxious, or have a fever. It also happens during menopause. If you often sweat too much, it's called hyperhidrosis. Causes include thyroid or nervous system disorders, low blood sugar, or another health problem.     Sweating too little, anhidrosis, can be life-threatening because your body can overheat. Causes of anhidrosis include dehydration, burns, and some skin and nerve disorders."
What is (are) Syphilis ?,0000866-1,information,"Syphilis is a sexually transmitted disease caused by bacteria. It infects the genital area, lips, mouth, or anus of both men and women. You usually get syphilis from sexual contact with someone who has it. It can also pass from mother to baby during pregnancy.    The early stage of syphilis usually causes a single, small, painless sore. Sometimes it causes swelling in nearby lymph nodes. If you do not treat it, syphilis usually causes a non-itchy skin rash, often on your hands and feet. Many people do not notice symptoms for years. Symptoms can go away and come back.    The sores caused by syphilis make it easier to get or give someone HIV during sex. If you are pregnant, syphilis can cause birth defects, or you could lose your baby. In rare cases, syphilis causes serious health problems and even death.    Syphilis is easy to cure with antibiotics if you catch it early. Correct usage of latex condoms greatly reduces, but does not completely eliminate, the risk of catching or spreading syphilis.    NIH: National Institute of Allergy and Infectious Diseases"
What is (are) Syringomyelia ?,0000867-1,information,"Syringomyelia is a rare disorder that causes a cyst to form in your spinal cord. This cyst, called a syrinx, gets bigger and longer over time, destroying part of the spinal cord. Damage to the spinal cord from the syrinx can cause symptoms such as        - Pain and weakness in the back, shoulders, arms or legs    - Headaches    - Inability to feel hot or cold       Symptoms vary according to the size and location of the syrinx. They often begin in early adulthood.     Syringomyelia usually results from a skull abnormality called a Chiari I malformation. A tumor, meningitis or physical trauma can also cause it. Surgery is the main treatment. Some people also need to have the syrinx drained. Medicines can help ease pain. In some cases, there are no symptoms, so you may not need treatment."
What is (are) Tailbone Disorders ?,0000868-1,information,"The tailbone is the small bone at the bottom of your backbone, or spine. Tailbone disorders include tailbone injuries, pain, infections, cysts and tumors. You rarely break your tailbone. Instead, most injuries cause bruises or pulled ligaments. A backward fall onto a hard surface, such as slipping on ice, is the most common cause of such injuries. Symptoms of various tailbone disorders include pain in the tailbone area, pain upon sitting, pain or numbness in the arms or legs due to pressure on nerves in the tailbone area, and a mass or growth you can see or feel."
Do you have information about Talking With Your Doctor,0000869-1,information,"Summary : How well you and your doctor communicate with each other is one of the most important parts of getting good health care. Being prepared can help make the most of your visit. Here are some things you can bring:       - Lists of your concerns, any allergies and all the medicines, herbs, or vitamins you take    - A description of symptoms - when they started, what makes them better     - A trusted friend or family member    - A way to take notes during your appointment       Make sure you understand your diagnosis and any treatments. Ask your health care provider to write down his or her instructions to you. If you still have trouble understanding, ask where you can go for more information."
What is (are) Taste and Smell Disorders ?,0000870-1,information,"Our senses of taste and smell give us great pleasure. Taste helps us enjoy food and beverages. Smell lets us enjoy the scents and fragrances like roses or coffee. Taste and smell also protect us, letting us know when food has gone bad or when there is a gas leak. They make us want to eat, ensuring we get the nutrition we need.     People with taste disorders may taste things that aren't there, may not be able to tell the difference in tastes, or can't taste at all. People with smell disorders may lose their sense of smell, or things may smell different. A smell they once enjoyed may now smell bad to them.     Many illnesses and injuries can cause taste and smell disorders, including colds and head injuries. Some drugs can also affect taste and smell. Most people lose some ability to taste and smell as they get older. Treatment varies, depending on the problem and its cause.     NIH: National Institute on Deafness and Other Communication Disorders"
What is (are) Tay-Sachs Disease ?,0000871-1,information,"Tay-Sachs disease is a rare, inherited disorder. It causes too much of a fatty substance to build up in the brain. This buildup destroys nerve cells, causing mental and physical problems.    Infants with Tay-Sachs disease appear to develop normally for the first few months of life. Then mental and physical abilities decline. The child becomes blind, deaf, and unable to swallow. Muscles begin to waste away and paralysis sets in. Even with the best of care, children with Tay-Sachs disease usually die by age 4.    The cause is a gene mutation which is most common in Eastern European Ashkenazi Jews. To get the disease, both parents must have the gene. If they do, there is a 25% chance of the child having the disease. A blood test and prenatal tests can check for the gene or the disease.    There is no cure. Medicines and good nutrition can help some symptoms. Some children need feeding tubes.    NIH: National Institute of Neurological Disorders and Stroke"
Do you have information about Tears,0000872-1,information,"Summary : You may only think of tears as those salty drops that fall from your eyes when you cry. Actually, your tears clean your eyes every time you blink. Tears also keep your eyes moist, which is important for your vision.    Tear glands produce tears, and tear ducts carry the tears from the glands to the surface of your eye. Problems with the tear system can include too many tears, too few tears, or problems with the tear ducts. Treatment of the problem depends on the cause."
Do you have information about Teen Development,0000873-1,information,"Summary : As a teenager, you go through many physical, mental, emotional, and social changes. The biggest change is puberty, the process of becoming sexually mature. It usually happens between ages 10 and 14 for girls and ages 12 and 16 for boys. As your body changes, you may have questions about sexual health.    During this time, you start to develop your own unique personality and opinions. Some changes that you might notice include       - Increased independence from your parents    - More concerns about body image and clothes    - More influence from peers    - Greater ability to sense right and wrong       All of these changes can sometimes seem overwhelming. Some sadness or moodiness can be normal. But feeling very sad, hopeless, or worthless could be warning signs of a mental health problem. If you need help, talk to your parents, school counselor, or health care provider.    Centers for Disease Control and Prevention"
Do you have information about Teen Health,0000874-1,information,"Summary : As a teenager, you go through many changes. Your body is on its way to becoming its adult size. You may notice that you can't fit into your old shoes or that your jeans are now 3 inches too short. Along with these changes, you are probably becoming more independent and making more of your own choices. Some of the biggest choices you face are about your health.    Healthy habits, including eating a healthy diet and being physically active, can help you feel good, look good, and do your best in school, work, or sports. They might also prevent diseases such as diabetes, high blood pressure, heart disease, osteoporosis, stroke, and some cancers when you are older."
Do you have information about Teen Mental Health,0000875-1,information,"Summary : Being a teenager is hard. You're under stress to be liked, do well in school, get along with your family, and make big decisions. You can't avoid most of these pressures, and worrying about them is normal. But feeling very sad, hopeless or worthless could be warning signs of a mental health problem.    Mental health problems are real, painful, and sometimes severe. You might need help if you have the signs mentioned above, or if you        -  Often feel very angry or very worried     -  Feel grief for a long time after a loss or death    -  Think your mind is controlled or out of control    -  Use alcohol or drugs    -  Exercise, diet and/or binge-eat obsessively     -  Hurt other people or destroy property     -  Do reckless things that could harm you or others       Mental health problems can be treated. To find help, talk to your parents, school counselor, or health care provider."
Do you have information about Teen Sexual Health,0000876-1,information,"Summary : During your teens you go through puberty and become sexually mature. If you're a girl, you develop breasts and begin to get your period. If you're a boy, your penis and testicles become larger. If you have sex, you could get pregnant or get someone pregnant. Whether you choose to have sex or not, it is a good idea to know about safe sex and how sex affects your health. Besides pregnancy, having sex puts you at risk of getting a sexually transmitted disease, such as herpes or genital warts, or HIV, the virus that causes AIDS.    The only way to be completely safe is not to have sex. If you choose to have sex, however, latex condoms are the best protection against sexually transmitted diseases (STDs). Condoms are also a form of birth control to help prevent pregnancy."
Do you have information about Teen Violence,0000877-1,information,"Summary : Teen violence refers to harmful behaviors that can start early and continue into young adulthood. The young person can be a victim, an offender, or a witness to the violence.    Violent acts can include       - Bullying    - Fighting, including punching, kicking, slapping, or hitting    - Use of weapons such as guns or knives       Some violent acts can cause more emotional harm than physical harm. Others can lead to serious injury or even death.    An important risk factor for violence in teens is the behavior of their friends and classmates. You should know who your kids hang out with and encourage healthy behavior and relationships.    Centers for Disease Control and Prevention"
What is (are) Teenage Pregnancy ?,0000878-1,information,"Most teenage girls don't plan to get pregnant, but many do. Teen pregnancies carry extra health risks to both the mother and the baby. Often, teens don't get prenatal care soon enough, which can lead to problems later on. They have a higher risk for pregnancy-related high blood pressure and its complications. Risks for the baby include premature birth and a low birth weight.    If you're a pregnant teen, you can help yourself and your baby by       - Getting regular prenatal care    - Taking your prenatal vitamins for your health and to prevent some birth defects    - Avoiding smoking, alcohol, and drugs    - Using a condom, if you are having sex, to prevent sexually transmitted diseases that could hurt your baby"
Do you have information about Teens' Page,0000879-1,information,"Summary : If you are a teenager, this page is for you!     It includes materials specifically for you - not for your parents - about health and safety for teens. There are quizzes, games and lots of cool web sites for you to explore. Have fun!"
What is (are) Temporomandibular Joint Dysfunction ?,0000880-1,information,"The temporomandibular joint (TMJ) connects your jaw to the side of your head. When it works well, it enables you to talk, chew, and yawn. For people with TMJ dysfunction, problems with the joint and muscles around it may cause        -  Pain that travels through the face, jaw, or neck    -  Stiff jaw muscles    -  Limited movement or locking of the jaw     -  Painful clicking or popping in the jaw     -  A change in the way the upper and lower teeth fit together       Jaw pain may go away with little or no treatment. Treatment may include simple things you can do yourself, such as eating soft foods or applying ice packs. It may also include pain medicines or devices to insert in your mouth. In rare cases, you might need surgery.     NIH: National Institute of Dental and Craniofacial Research"
What is (are) Tendinitis ?,0000881-1,information,"Tendons are flexible bands of tissue that connect muscles to bones. They help your muscles move your bones. Tendinitis is the severe swelling of a tendon.    Tendinitis usually happens after repeated injury to an area such as the wrist or ankle. It causes pain and soreness around a joint. Some common forms of tendinitis are named after the sports that increase their risk. They include tennis elbow, golfer's elbow, pitcher's shoulder, swimmer's shoulder, and jumper's knee.    Doctors diagnose tendinitis with your medical history, a physical exam, and imaging tests. The first step in treatment is to reduce pain and swelling. Rest, wrapping or elevating the affected area, and medicines can help. Ice is helpful for recent, severe injuries. Other treatments include ultrasound, physical therapy, steroid injections, and surgery."
What is (are) Testicular Cancer ?,0000882-1,information,"Testicles, or testes, make male hormones and sperm. They are two egg-shaped organs inside the scrotum, the loose sac of skin behind the penis. You can get cancer in one or both testicles.    Testicular cancer mainly affects young men between the ages of 20 and 39. It is also more common in men who       - Have had abnormal testicle development    - Have had an undescended testicle    - Have a family history of the cancer       Symptoms include pain, swelling, or lumps in your testicles or groin area. Doctors use a physical exam, lab tests, imaging tests, and a biopsy to diagnose testicular cancer. Most cases can be treated, especially if found early. Treatment options include surgery, radiation, and/or chemotherapy. Regular exams after treatment are important.    Treatments may also cause infertility. If you may want children later on, you should consider sperm banking before treatment.    NIH: National Cancer Institute"
What is (are) Testicular Disorders ?,0000883-1,information,"Testicles, or testes, make male hormones and sperm. They are two egg-shaped organs inside the scrotum, the loose sac of skin behind the penis. It's easy to injure your testicles because they are not protected by bones or muscles. Men and boys should wear athletic supporters when they play sports.     You should examine your testicles monthly and seek medical attention for lumps, redness, pain or other changes. Testicles can get inflamed or infected. They can also develop cancer. Testicular cancer is rare and highly treatable. It usually happens between the ages of 15 and 40."
What is (are) Tetanus ?,0000884-1,information,"Tetanus is a serious illness caused by Clostridium bacteria. The bacteria live in soil, saliva, dust, and manure. The bacteria can enter the body through a deep cut, like those you might get from stepping on a nail, or through a burn.    The infection causes painful tightening of the muscles, usually all over the body. It can lead to ""locking"" of the jaw. This makes it impossible to open your mouth or swallow. Tetanus is a medical emergency. You need to get treatment in a hospital.    A vaccine can prevent tetanus. It is given as a part of routine childhood immunization. Adults should get a tetanus shot, or booster, every 10 years. If you get a bad cut or burn, see your doctor - you may need a booster. Immediate and proper wound care can prevent tetanus infection."
"What is (are) Tetanus, Diphtheria, and Pertussis Vaccines ?",0000885-1,information,"Tetanus, diphtheria, and pertussis (whooping cough) are serious bacterial infections. Tetanus causes painful tightening of the muscles, usually all over the body. It can lead to ""locking"" of the jaw. Diphtheria usually affects the nose and throat. Whooping cough causes uncontrollable coughing. Vaccines can protect you from these diseases. In the U.S., there are four combination vaccines:       - DTaP prevents all three diseases. It is for children younger than seven years old.    - Tdap also prevents all three. It is for older children and adults.    - DT prevents diphtheria and tetanus. It is for children younger than seven who cannot tolerate the pertussis vaccine.    - Td prevents diphtheria and tetanus. It is for older children and adults. It is usually given as a booster dose every 10 years. You may also get it earlier if you get a severe and dirty wound or burn.       Some people should not get these vaccines, including those who have had severe reactions to the shots before. Check with your doctor first if you have seizures, a neurologic problem, or Guillain-Barre syndrome. Also let your doctor know if you don't feel well the day of the shot; you may need to postpone it.    Centers for Disease Control and Prevention"
What is (are) Thalassemia ?,0000886-1,information,"Thalassemias are inherited blood disorders. If you have one, your body makes fewer healthy red blood cells and less hemoglobin. Hemoglobin is a protein that carries oxygen to the body. That leads to anemia. Thalassemias occur most often among people of Italian, Greek, Middle Eastern, Southern Asian, and African descent.    Thalassemias can be mild or severe. Some people have no symptoms or mild anemia. The most common severe type in the United States is called Cooley's anemia. It usually appears during the first two years of life. People with it may have severe anemia, slowed growth and delayed puberty, and problems with the spleen, liver, heart, or bones.    Doctors diagnose thalassemias using blood tests. Treatments include blood transfusions and treatment to remove excess iron from the body. If you have mild symptoms or no symptoms, you may not need treatment. In some severe cases, you may need a bone marrow transplant.    NIH: National Heart, Lung, and Blood Institute"
What is (are) Thoracic Outlet Syndrome ?,0000887-1,information,"Thoracic outlet syndrome (TOS) causes pain in the shoulder, arm, and neck. It happens when the nerves or blood vessels just below your neck are compressed, or squeezed. The compression can happen between the muscles of your neck and shoulder or between the first rib and collarbone. You may feel burning, tingling, and numbness along your arm, hand, and fingers. If a nerve is compressed, you may also feel weakness in your hand. If a vein is compressed, your hand might be sensitive to cold, or turn pale or bluish. Your arm might swell and tire easily.    TOS is more common in women. It usually starts between 20 and 50 years of age. Doctors do nerve and imaging studies to diagnose it.    There are many causes of TOS, including       - Injury    - Anatomical defects    - Tumors that press on nerves    - Poor posture that causes nerve compression    - Pregnancy    - Repetitive arm and shoulder movements and activity, such as from playing certain sports       Treatment depends on what caused your TOS. Medicines, physical therapy, and relaxation might help. Surgery may also be an option. Most people recover.    NIH: National Institute of Neurological Disorders and Stroke"
What is (are) Throat Cancer ?,0000888-1,information,"Throat cancer is a type of head and neck cancer. Throat cancer has different names, depending on what part of the throat is affected. The different parts of the throat are called the oropharynx, the hypopharynx, and the nasopharynx. Sometimes the larynx, or voice box, is also included.    The main risk factors for throat cancer are smoking or using smokeless tobacco and use of alcohol.    Symptoms of throat cancer may include       - Trouble breathing or speaking    - Frequent headaches    - Pain or ringing in the ears    - Trouble swallowing    - Ear pain       Treatments include surgery, radiation therapy, and chemotherapy.    NIH: National Cancer Institute"
