question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
Are there interactions between Spearmint and herbs and supplements ?,0000090-6,interactions with herbs and supplements,"Herbs and supplements that might harm the liver Spearmint might harm the liver. Taking it with other supplements that can also harm the liver might increase the risk of liver damage. Examples of supplements with this effect include garcinia, greater celandine, green tea extract, kava, and kratom. Herbs and supplements with sedative properties Spearmint might cause sleepiness and slowed breathing. Taking it along with other supplements with similar effects might cause too much sleepiness and/or slowed breathing in some people. Examples of supplements with this effect include hops, kava, L-tryptophan, melatonin, and valerian.",Spearmint,0000090,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/845.html,,,
Are there interactions between Spearmint and foods ?,0000090-7,interactions with foods,There are no known interactions with foods.,Spearmint,0000090,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/845.html,,,
What is the dosage of Spearmint ?,0000090-8,dose,No information found.,Spearmint,0000090,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/845.html,,,
What is Stevia ?,0000091-1,information,"Stevia (Stevia rebaudiana) is a bushy shrub native to northeast Paraguay, Brazil, and Argentina. It's best known as a natural sweetener. Stevia contains chemicals that are 200-300 times sweeter than sucrose sugar. People take stevia for obesity, high blood pressure, diabetes, and many other conditions, but there is no good scientific evidence to support these uses. In the US, stevia leaves and extracts are available as supplements, but are not approved for use as sweeteners. Rebaudioside A (also called rebiana), one of the chemicals in stevia, is approved as a food sweetener.",Stevia,0000091,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/682.html,,,
How effective is Stevia ?,0000091-2,how effective is it,"There is interest in using stevia for a number of purposes, but there isn't enough reliable information to say whether it might be helpful.",Stevia,0000091,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/682.html,,,
What is the action of Stevia and how does it work ?,0000091-3,how does it work,No information found.,Stevia,0000091,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/682.html,,,
Are there safety concerns or special precautions about Stevia ?,0000091-4,precautions,No information found.,Stevia,0000091,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/682.html,,,
Are there interactions between Stevia and other medications ?,0000091-5,interactions with medications,"Moderate Be cautious with this combination. Lithium Stevia might have an effect like a water pill or ""diuretic."" Taking stevia might decrease how well the body gets rid of lithium. This could increase how much lithium is in the body and result in serious side effects. Talk with your healthcare provider before using this product if you are taking lithium. Your lithium dose might need to be changed. Minor Be watchful with this combination. Medications for diabetes (Antidiabetes drugs) Stevia might lower blood sugar levels. Taking stevia along with diabetes medications might cause blood sugar to drop too low. Monitor your blood sugar closely. Medications for high blood pressure (Antihypertensive drugs) Stevia might lower blood pressure. Taking stevia along with medications that lower blood pressure might cause blood pressure to go too low. Monitor your blood pressure closely.",Stevia,0000091,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/682.html,,,
Are there interactions between Stevia and herbs and supplements ?,0000091-6,interactions with herbs and supplements,"Herbs and supplements that might lower blood pressure Stevia might lower blood pressure. Taking it with other supplements that have the same effect might cause blood pressure to drop too much. Examples of supplements with this effect include andrographis, casein peptides, L-arginine, niacin, and stinging nettle. Herbs and supplements that might lower blood sugar Stevia might lower blood sugar. Taking it with other supplements with similar effects might lower blood sugar too much. Examples of supplements with this effect include aloe, bitter melon, cassia cinnamon, chromium, and prickly pear cactus.",Stevia,0000091,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/682.html,,,
Are there interactions between Stevia and foods ?,0000091-7,interactions with foods,There are no known interactions with foods.,Stevia,0000091,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/682.html,,,
What is the dosage of Stevia ?,0000091-8,dose,No information found.,Stevia,0000091,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/682.html,,,
What is Thiamine (Vitamin B1) ?,0000092-1,information,"Thiamine is a vitamin, also called vitamin B1. Vitamin B1 is found in many foods including yeast, cereal grains, beans, nuts, and meat. It is often used in combination with other B vitamins, and found in many vitamin B complex products. Vitamin B complexes generally include vitamin B1 (thiamine), vitamin B2 (riboflavin), vitamin B3 (niacin/niacinamide), vitamin B5 (pantothenic acid), vitamin B6 (pyridoxine), vitamin B12 (cyanocobalamin), and folic acid. However, some products do not contain all of these ingredients and some may include others, such as biotin, para-aminobenzoic acid (PABA), choline bitartrate, and inositol. People take thiamine for conditions related to low levels of thiamine (thiamine deficiency syndromes), including beriberi and inflammation of the nerves (neuritis) associated with pellagra or pregnancy. Thiamine is also used for boosting the immune system, digestive problems, diabetic pain, heart disease, and other conditions, but there is no good scientific evidence to support these uses. Healthcare providers give thiamine shots for a memory disorder called Wernicke's encephalopathy syndrome, other thiamine deficiency syndromes in critically ill people, and alcohol withdrawal.",Thiamine (Vitamin B1),0000092,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/965.html,,,
How effective is Thiamine (Vitamin B1) ?,0000092-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  THIAMINE  are as follows: Effective for...  Thiamine deficiency . Taking thiamine by mouth helps prevent and treat thiamine deficiency.,  A brain disorder caused by low levels of thiamine (Wernicke-Korsakoff syndrome) . Thiamine helps decrease the risk and symptoms of a specific brain disorder called Wernicke-Korsakoff syndrome (WKS). This brain disorder is related to low levels of thiamine. It is often seen in alcoholics. Giving thiamine shots seems to help decrease the risk of developing WKS and decrease symptoms of WKS during alcohol withdrawal.,  Possibly effective for... Cataracts . High thiamine intake as part of the diet is associated with reduced odds of developing cataracts.,  Kidney damage in people with diabetes (diabetic nephropathy) . Early research shows that taking high-dose thiamine (300 mg daily) decreases the amount of albumin in the urine in people with type 2 diabetes. Albumin in the urine is an indication of kidney damage.,  Menstrual cramps (dysmenorrhea) . Taking thiamine seems to reduce menstrual pain in teenage girls and young women. ,  Possibly ineffective for...  Surgery to improve blood flow to the heart (CABG surgery) . Some research shows that giving thiamine into the vein before and after CABG surgery does not lead to better outcomes than placebo.,  Mosquito repellent . Some research shows that taking B vitamins, including thiamine, does not help to repel mosquitos.,  Blood infection (sepsis) . Most research shows that giving thiamine by IV, alone or with vitamin C, does not reduce the risk of dying in people with sepsis.,    Insufficient evidence to rate effectiveness for...  Cancer of the cervix . Increased intake of thiamine and other B vitamins is linked with a decreased risk of precancerous spots on the cervix.,  Depression . Early research shows that taking thiamine daily along with the antidepressant fluoxetine may reduce symptoms of depression faster than taking fluoxetine alone. People taking thiamine showed more improvements after 6 weeks. But after 12 weeks, symptoms were the same for those taking thiamine or placebo. ,  Dementia . Taking thiamine is linked to a reduced risk of dementia in people with alcohol use disorder.,  Heart failure . People with heart failure are more likely to develop thiamine deficiency. Some research shows that taking extra thiamine might slightly improve the function of the heart. But thiamine doesn't seem to help people who suddenly develop heart failure and don't have thiamine deficiency.,  Shingles (herpes zoster) .Injecting thiamine under the skin seems to reduce itch, but not pain, in people with shingles.,  Prediabetes . Early research shows that taking thiamine by mouth helps decrease post-meal blood sugar levels in people with prediabetes.,  Aging .,  AIDS .,  Alcoholism .,  Brain conditions .,  Canker sores .,  Chronic diarrhea .,  A mental state in which a person is confused and unable to think clearly .,  Heart disease .,  Poor appetite .,  Stomach problems .,  Stress .,  Ulcerative colitis .,  Other conditions .,  More evidence is needed to rate thiamine for these uses.",Thiamine (Vitamin B1),0000092,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/965.html,,,
What is the action of Thiamine (Vitamin B1) and how does it work ?,0000092-3,how does it work,Thiamine is required by our bodies to properly use carbohydrates. It also helps maintain proper nerve function.,Thiamine (Vitamin B1),0000092,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/965.html,,,
Are there safety concerns or special precautions about Thiamine (Vitamin B1) ?,0000092-4,precautions,"When taken by mouth : Thiamine is  LIKELY SAFE  when taken by mouth in appropriate amounts, although rare allergic reactions and skin irritation have occurred.  When given by IV : Thiamine is  LIKELY SAFE  when given appropriately by a healthcare provider. Thiamine injection is an FDA-approved prescription product.  When given as a shot : Thiamine is  LIKELY SAFE  when given appropriately as a shot into the muscle by a healthcare provider. Thiamine shots are an FDA-approved prescription product. Thiamine might not properly enter the body in some people who have liver problems, drink a lot of alcohol, or have other conditions. Special precautions & warnings:  Pregnancy and breast-feeding : Thiamine is  LIKELY SAFE  for pregnant or breast-feeding women when taken in the recommended amount of 1.4 mg daily. Not enough is known about the safety of using larger amounts during pregnancy or breast-feeding.  Alcoholism and a liver disease called cirrhosis : Alcoholics and people with cirrhosis often have low levels of thiamine. Nerve pain in alcoholism can be worsened by thiamine deficiency. These people might require thiamine supplements.  Critical illness : People that are critically ill such as those that had surgery might have low levels of thiamine.  These people might require thiamine supplements.  Heart failure : People with heart failure might have low levels of thiamine. These people might require thiamine supplements.  Hemodialysis : People undergoing hemodialysis treatments might have low levels of thiamine. They might require thiamine supplements.  Syndromes in which it is difficult for the body to absorb nutrients (malabsorption syndromes) : People with malabsorption syndromes may have low levels of thiamine. The might require thiamine supplements. ",Thiamine (Vitamin B1),0000092,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/965.html,,,
Are there interactions between Thiamine (Vitamin B1) and other medications ?,0000092-5,interactions with medications,"It is not known if this product interacts with any medicines.    Before taking this product, talk with your health professional if you take any medications.",Thiamine (Vitamin B1),0000092,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/965.html,,,
Are there interactions between Thiamine (Vitamin B1) and herbs and supplements ?,0000092-6,interactions with herbs and supplements,"Betel Nut Betel (areca) nuts change thiamine chemically so it doesn't work as well. Regular, long-term chewing of betel nuts may contribute to thiamine deficiency. Horsetail Horsetail (Equisetum) contains a chemical that can destroy thiamine in the stomach, possibly leading to thiamine deficiency. The Canadian government requires that equisetum-containing products be certified free of this chemical. Stay on the safe side, and don't use horsetail if you are at risk for thiamine deficiency.",Thiamine (Vitamin B1),0000092,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/965.html,,,
Are there interactions between Thiamine (Vitamin B1) and foods ?,0000092-7,interactions with foods,"Caffeine-containing foods Chemicals in coffee and tea called tannins can react with thiamine, converting it to a form that is difficult for the body to take in. This could lead to thiamine deficiency. Interestingly, thiamine deficiency has been found in a group of people in rural Thailand who drink large amounts of tea (>1 liter per day) or chew fermented tea leaves long-term. However, this effect hasn't been found in Western populations, despite regular tea use. Researchers think the interaction between coffee and tea and thiamine may not be important unless the diet is low in thiamine or vitamin C. Vitamin C seems to prevent the interaction between thiamine and the tannins in coffee and tea. Seafood Raw freshwater fish and shellfish contain chemicals that destroy thiamine. Eating a lot of raw fish or shellfish can contribute to thiamine deficiency. However, cooked fish and seafood are OK. They don't have any effect on thiamine, since cooking destroys the chemicals that harm thiamine.",Thiamine (Vitamin B1),0000092,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/965.html,,,
What is the dosage of Thiamine (Vitamin B1) ?,0000092-8,dose,"The following doses have been studied in scientific research:  BY MOUTH:   For thiamine deficiency : The usual dose of thiamine is 5-30 mg daily in either a single dose or divided doses for one month. The typical dose for severe deficiency can be up to 300 mg per day.,  For reducing the risk of getting cataracts : A daily dietary intake of approximately 10 mg of thiamine has been used.,  For kidney damage in people with diabetes (diabetic nephropathy) : 100 mg of thiamine three times daily for 3 months has been used.,  For menstrual cramps (dysmenorrhea) : 100 mg of thiamine, alone or along with 500 mg of fish oil, has been used daily for up to 90 days.,    As a dietary supplement in adults, 1-2 mg of thiamine per day is commonly used. The daily recommended dietary allowances (RDAs) of thiamine are: Infants 0-6 months, 0.2 mg; infants 7-12 months, 0.3 mg; children 1-3 years, 0.5 mg; children 4-8 years, 0.6 mg; boys 9-13 years, 0.9 mg; men 14 years and older, 1.2 mg; girls 9-13 years, 0.9 mg; women 14-18 years, 1 mg; women over 18 years, 1.1 mg; pregnant women, 1.4 mg; and breast-feeding women, 1.5 mg.  BY INJECTION:  For a brain disorder caused by low levels of thiamine (Wernicke-Korsakoff syndrome) : Healthcare providers give shots containing 5-200 mg of thiamine once daily for 2 days., ",Thiamine (Vitamin B1),0000092,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/965.html,,,
What is Whey Protein ?,0000094-1,information,"Whey protein is the protein from whey, the watery portion of milk that separates from the curds when making cheese. It is commonly used as a protein supplement. Whey protein might improve the nutrient content of the diet and also have effects on the immune system. People commonly use whey protein for improving athletic performance and increasing strength. Whey protein is also used for asthma, diabetes, weight loss, and many other conditions, but there is no good scientific evidence to support most of these uses.",Whey Protein,0000094,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/833.html,,,
How effective is Whey Protein ?,0000094-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  WHEY PROTEIN  are as follows: Possibly effective for...  Athletic performance . Regularly consuming whey protein by mouth while also regularly exercising increases muscle strength and athletic performance. But it seems that both must be done consistently to see benefits.,  Possibly ineffective for...  A lung disease that makes it harder to breathe (chronic obstructive pulmonary disease or COPD) . Taking whey protein by mouth doesn't seem to help COPD symptoms.,  Weak and brittle bones (osteoporosis) . Taking whey protein by mouth for up to 2 years doesn't improve bone density in older adults.,  There is interest in using whey protein for a number of other purposes, but there isn't enough reliable information to say whether it might be helpful.",Whey Protein,0000094,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/833.html,,,
What is the action of Whey Protein and how does it work ?,0000094-3,how does it work,No information found.,Whey Protein,0000094,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/833.html,,,
Are there safety concerns or special precautions about Whey Protein ?,0000094-4,precautions,No information found.,Whey Protein,0000094,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/833.html,,,
Are there interactions between Whey Protein and other medications ?,0000094-5,interactions with medications,"Major Do not take this combination. Levodopa Whey protein might decrease how much levodopa the body absorbs. This might decrease the effects of levodopa. Do not take whey protein and levodopa at the same time. Moderate Be cautious with this combination. Antibiotics (Quinolone antibiotics) Whey protein might decrease how well some antibiotics work. To avoid this interaction, take antibiotics at least 2 hours before or 4-6 hours after whey protein. Antibiotics (Tetracycline antibiotics) Whey protein might decrease how well some antibiotics work. To avoid this interaction, take antibiotics at least 2 hours before or 4-6 hours after whey protein. Bisphosphonates Whey protein can decrease the effects of bisphosphates. To avoid this interaction, take bisphosphonates at least 30 minutes before whey or, preferably, at a different time of day.",Whey Protein,0000094,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/833.html,,,
Are there interactions between Whey Protein and herbs and supplements ?,0000094-6,interactions with herbs and supplements,There are no known interactions with herbs and supplements.,Whey Protein,0000094,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/833.html,,,
Are there interactions between Whey Protein and foods ?,0000094-7,interactions with foods,There are no known interactions with foods.,Whey Protein,0000094,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/833.html,,,
What is the dosage of Whey Protein ?,0000094-8,dose,No information found.,Whey Protein,0000094,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/833.html,,,
What is Wild yam ?,0000095-1,information,"Wild yam is a plant that has been promoted as natural DHEA because it contains diosgenin, which can be used in the lab to create estrogen and DHEA. There are over 600 species of wild yams. About 12 species are edible. Some people use wild yam as a source of steroids, but the body can't make steroids such as estrogen and DHEA from eating wild yam. This conversion has to be done in a lab. There might be other chemicals in wild yam that act like estrogen in the body. People most commonly use wild yam as a ""natural alterative"" to estrogen therapy for symptoms of menopause, infertility, menstrual problems, and many other conditions, but there is no good scientific evidence to support any of these uses.",Wild yam,0000095,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/970.html,,,
How effective is Wild yam ?,0000095-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  WILD YAM  are as follows: Possibly ineffective for... Symptoms of menopause . Applying wild yam cream to the skin doesn't seem to help symptoms such as hot flashes and night sweats. It also doesn't seem to affect levels of hormones that play a role in menopause.,  There is interest in using wild yam for a number of other purposes, but there isn't enough reliable information to say whether it might be helpful.",Wild yam,0000095,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/970.html,,,
What is the action of Wild yam and how does it work ?,0000095-3,how does it work,No information found.,Wild yam,0000095,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/970.html,,,
Are there safety concerns or special precautions about Wild yam ?,0000095-4,precautions,No information found.,Wild yam,0000095,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/970.html,,,
Are there interactions between Wild yam and other medications ?,0000095-5,interactions with medications,Moderate Be cautious with this combination. Estrogens Wild yam might have some of the same effects as estrogen. Taking wild yam along with estrogen pills might decrease the effects of estrogen pills.,Wild yam,0000095,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/970.html,,,
Are there interactions between Wild yam and herbs and supplements ?,0000095-6,interactions with herbs and supplements,There are no known interactions with herbs and supplements.,Wild yam,0000095,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/970.html,,,
Are there interactions between Wild yam and foods ?,0000095-7,interactions with foods,There are no known interactions with foods.,Wild yam,0000095,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/970.html,,,
What is the dosage of Wild yam ?,0000095-8,dose,No information found.,Wild yam,0000095,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/970.html,,,
What is Willow Bark ?,0000096-1,information,"Willow bark comes from several varieties of willow tree, including white (Salix alba or European), black (Salix nigra or pussy), crack, and purple willow. Willow bark contains a chemical called salicin, which is similar to aspirin. It has pain and fever reducing effects in the body. People commonly use willow bark for back pain, osteoarthritis, fever, flu, muscle pain, and many other conditions, but there is no good scientific evidence to support most of these uses. There is also no good evidence to support using willow bark for COVID-19. ",Willow Bark,0000096,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/955.html,,,
How effective is Willow Bark ?,0000096-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  WILLOW BARK  are as follows: Possibly effective for... Back pain . Taking willow bark by mouth seems to reduce lower back pain. Higher doses seem to be more effective than lower doses, and it may take up to a week to help.,  There is interest in using willow bark for a number of other purposes, but there isn't enough reliable information to say whether it might be helpful.",Willow Bark,0000096,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/955.html,,,
What is the action of Willow Bark and how does it work ?,0000096-3,how does it work,No information found.,Willow Bark,0000096,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/955.html,,,
Are there safety concerns or special precautions about Willow Bark ?,0000096-4,precautions,No information found.,Willow Bark,0000096,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/955.html,,,
Are there interactions between Willow Bark and other medications ?,0000096-5,interactions with medications,Major Do not take this combination. Medications that slow blood clotting (Anticoagulant / Antiplatelet drugs) Willow bark might slow blood clotting. Taking willow bark along with medications that also slow blood clotting might increase the risk of bruising and bleeding. Moderate Be cautious with this combination. Acetazolamide Willow bark contains chemicals that might increase the amount of acetazolamide in the blood. Taking willow bark along with acetazolamide might increase the effects and side effects of acetazolamide. Aspirin Willow bark contains chemicals similar to aspirin. Taking willow bark along with aspirin might increase the effects and side effects of aspirin. Choline Magnesium Trisalicylate (Trilisate) Willow bark contains chemicals that are similar to choline magnesium trisalicylate. Taking willow bark along with choline magnesium trisalicylate might increase the effects and side effects of choline magnesium trisalicylate. Salsalate (Disalcid) Salsalate is a type of medicine called a salicylate. It's similar to aspirin. Willow bark also contains a salicylate similar to aspirin. Taking salsalate along with willow bark might increase the effects and side effects of salsalate.,Willow Bark,0000096,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/955.html,,,
Are there interactions between Willow Bark and herbs and supplements ?,0000096-6,interactions with herbs and supplements,"Herbs and supplements that might slow blood clotting Willow bark might slow blood clotting and increase the risk of bleeding. Taking it with other supplements with similar effects might increase the risk of bleeding in some people. Examples of supplements with this effect include garlic, ginger, ginkgo, nattokinase, and Panax ginseng. Herbs that contain chemicals similar to aspirin (salicylates) Willow bark contains chemicals called salicylates. Salicylates are similar to aspirin. Taking it with other supplements that contain salicylates might increase their effects and side effects. Examples of supplements that contain salicylates include aspen, black haw, poplar, and meadowsweet.",Willow Bark,0000096,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/955.html,,,
Are there interactions between Willow Bark and foods ?,0000096-7,interactions with foods,There are no known interactions with foods.,Willow Bark,0000096,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/955.html,,,
What is the dosage of Willow Bark ?,0000096-8,dose,No information found.,Willow Bark,0000096,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/955.html,,,
What is Yerba Mate ?,0000097-1,information,"Yerba mate, also called mate, is a popular drink similar to coffee or tea. It's made from the leaves of the Ilex paraguariensis plant and contains caffeine.  Caffeine and other chemicals in yerba mate can stimulate the brain, heart, muscles lining blood vessels, and other parts of the body. People use yerba mate for athletic performance, memory and thinking skills, headache, fatigue, and many other conditions, but there is no good scientific evidence to support these uses. Using yerba mate long-term, especially with alcohol or nicotine, has been linked to an increased risk of various types of cancer, including stomach, kidney, lung, and mouth cancer. Don't confuse yerba mate with caffeine or other caffeine sources, such as green tea, black tea, and guarana.",Yerba Mate,0000097,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/828.html,,,
How effective is Yerba Mate ?,0000097-2,how effective is it,"There is interest in using yerba mate for a number of purposes, but there isn't enough reliable information to say whether it might be helpful.",Yerba Mate,0000097,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/828.html,,,
What is the action of Yerba Mate and how does it work ?,0000097-3,how does it work,No information found.,Yerba Mate,0000097,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/828.html,,,
Are there safety concerns or special precautions about Yerba Mate ?,0000097-4,precautions,No information found.,Yerba Mate,0000097,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/828.html,,,
